site,subsite,year,year_cent,depth,average_depth,class,species,gen_spp,n_quads,proportion,species_id,n_obis_rec,BO21_tempmax_bdmean_mean,BO21_tempmax_bdmin_mean,BO21_tempmax_bdmin_max,BO21_tempmax_bdmean_q5,BO21_tempmax_bdmean_q95
HRD,DW,1995,-11,Deep,25.9,AGL,Aplidium glabrum,Aplidium glabrum,5,0,103647,357,14.4398533779557,16.4223903122476,29.050708770752,5.33258810043335,20.533842086792
HRD,DW,1995,-11,Deep,25.9,ALS,Alcyonium siderium,Alcyonium digitatum,5,0.032520802647703344,125333,46188,15.3421502233283,16.4871509585839,24.4132137298584,12.3421993255615,18.7468719482422
HRD,DW,1995,-11,Deep,25.9,BAS,Balanus and Amphibalanus spp.,Balanus balanus,5,0,106213,5314,14.3062632502157,15.1672161724484,26.6752090454102,6.49046421051025,19.8198150634765
HRD,DW,1995,-11,Deep,25.9,BOVO,Botrylloides violaceus,Botrylloides violaceus,5,1.9500614693289246e-4,148715,3042,19.4342865574794,19.947184435472,31.1607685089111,14.4321365356445,29.0220985412598
HRD,DW,1995,-11,Deep,25.9,CCAP,Crustose Coralline Algae pink,NA,5,0.06953238730631343,NA,NA,NA,NA,NA,NA,NA
HRD,DW,1995,-11,Deep,25.9,DIP,Diplosoma listerianum,Diplosoma listerianum,5,0,103579,3129,17.63909772444,18.6695952263858,31.3482112884521,12.994176864624,30.1686813354492
HRD,DW,1995,-11,Deep,25.9,DVE,Didemnum vexillum,Didemnum vexillum,5,0,250126,772,17.065951320469,17.2458409251783,23.92702293396,15.2845598220825,22.0747852325439
HRD,DW,1995,-11,Deep,25.9,ESSU,Ectopleura spp.,Ectopleura crocea,5,0,117981,1568,16.8434295890477,18.9097932073017,31.3482112884521,15.5607042312622,22.5004081726074
HRD,DW,1995,-11,Deep,25.9,HAPA,Halichondria panicea,Halichondria panicea,5,0,165853,15132,15.5530770344247,16.4127689250527,30.9831409454346,7.98520078659058,19.914571762085
HRD,DW,1995,-11,Deep,25.9,HBCO,Hydrozoa-Bryozoa complex,NA,5,0.6830590172761933,NA,NA,NA,NA,NA,NA,NA
HRD,DW,1995,-11,Deep,25.9,ISS,Isodictya spp.,Isodictya deichmannae,5,1.9500614693289246e-4,157402,80,17.8710032701492,19.603864133358,22.7443351745605,11.4613450527191,21.7799606323242
HRD,DW,1995,-11,Deep,25.9,MSS,Metridium senile,Metridium senile,5,0.11368664732446072,100982,11332,15.5550825943243,16.5757883271677,30.9613056182861,11.85426902771,19.8262265205383
HRD,DW,1995,-11,Deep,25.9,MUSS,Mussel,NA,5,0,NA,NA,NA,NA,NA,NA,NA
HRD,DW,1995,-11,Deep,25.9,URF,Unidentified red fleshy crust,NA,5,0.020617279591473293,NA,NA,NA,NA,NA,NA,NA
HRD,DW,2001,-5,Deep,25.9,AGL,Aplidium glabrum,Aplidium glabrum,6,0,103647,357,14.4398533779557,16.4223903122476,29.050708770752,5.33258810043335,20.533842086792
HRD,DW,2001,-5,Deep,25.9,ALS,Alcyonium siderium,Alcyonium digitatum,6,0.0443330856430589,125333,46188,15.3421502233283,16.4871509585839,24.4132137298584,12.3421993255615,18.7468719482422
HRD,DW,2001,-5,Deep,25.9,BAS,Balanus and Amphibalanus spp.,Balanus balanus,6,1.0304422069127953e-4,106213,5314,14.3062632502157,15.1672161724484,26.6752090454102,6.49046421051025,19.8198150634765
HRD,DW,2001,-5,Deep,25.9,BOVO,Botrylloides violaceus,Botrylloides violaceus,6,0.0014020972878074362,148715,3042,19.4342865574794,19.947184435472,31.1607685089111,14.4321365356445,29.0220985412598
HRD,DW,2001,-5,Deep,25.9,CCAP,Crustose Coralline Algae pink,NA,6,0.07204478833915377,NA,NA,NA,NA,NA,NA,NA
HRD,DW,2001,-5,Deep,25.9,DIP,Diplosoma listerianum,Diplosoma listerianum,6,0.0011298062768651004,103579,3129,17.63909772444,18.6695952263858,31.3482112884521,12.994176864624,30.1686813354492
HRD,DW,2001,-5,Deep,25.9,DVE,Didemnum vexillum,Didemnum vexillum,6,0.004000421862874648,250126,772,17.065951320469,17.2458409251783,23.92702293396,15.2845598220825,22.0747852325439
HRD,DW,2001,-5,Deep,25.9,ESSU,Ectopleura spp.,Ectopleura crocea,6,0,117981,1568,16.8434295890477,18.9097932073017,31.3482112884521,15.5607042312622,22.5004081726074
HRD,DW,2001,-5,Deep,25.9,HAPA,Halichondria panicea,Halichondria panicea,6,1.5456633103691928e-4,165853,15132,15.5530770344247,16.4127689250527,30.9831409454346,7.98520078659058,19.914571762085
HRD,DW,2001,-5,Deep,25.9,HBCO,Hydrozoa-Bryozoa complex,NA,6,0.626590887077652,NA,NA,NA,NA,NA,NA,NA
HRD,DW,2001,-5,Deep,25.9,ISS,Isodictya spp.,Isodictya deichmannae,6,0.0023813113732257204,157402,80,17.8710032701492,19.603864133358,22.7443351745605,11.4613450527191,21.7799606323242
HRD,DW,2001,-5,Deep,25.9,MSS,Metridium senile,Metridium senile,6,0.007669434140022375,100982,11332,15.5550825943243,16.5757883271677,30.9613056182861,11.85426902771,19.8262265205383
HRD,DW,2001,-5,Deep,25.9,MUSS,Mussel,NA,6,0.0020242543425246246,NA,NA,NA,NA,NA,NA,NA
HRD,DW,2001,-5,Deep,25.9,URF,Unidentified red fleshy crust,NA,6,0.07229009057090954,NA,NA,NA,NA,NA,NA,NA
HRD,DW,2002,-4,Deep,25.9,AGL,Aplidium glabrum,Aplidium glabrum,9,0,103647,357,14.4398533779557,16.4223903122476,29.050708770752,5.33258810043335,20.533842086792
HRD,DW,2002,-4,Deep,25.9,ALS,Alcyonium siderium,Alcyonium digitatum,9,0.12149087648070196,125333,46188,15.3421502233283,16.4871509585839,24.4132137298584,12.3421993255615,18.7468719482422
HRD,DW,2002,-4,Deep,25.9,BAS,Balanus and Amphibalanus spp.,Balanus balanus,9,0.0034579117643711113,106213,5314,14.3062632502157,15.1672161724484,26.6752090454102,6.49046421051025,19.8198150634765
HRD,DW,2002,-4,Deep,25.9,BOVO,Botrylloides violaceus,Botrylloides violaceus,9,0,148715,3042,19.4342865574794,19.947184435472,31.1607685089111,14.4321365356445,29.0220985412598
HRD,DW,2002,-4,Deep,25.9,CCAP,Crustose Coralline Algae pink,NA,9,0.12084738055157379,NA,NA,NA,NA,NA,NA,NA
HRD,DW,2002,-4,Deep,25.9,DIP,Diplosoma listerianum,Diplosoma listerianum,9,2.105641578717613e-4,103579,3129,17.63909772444,18.6695952263858,31.3482112884521,12.994176864624,30.1686813354492
HRD,DW,2002,-4,Deep,25.9,DVE,Didemnum vexillum,Didemnum vexillum,9,1.374988240232156e-4,250126,772,17.065951320469,17.2458409251783,23.92702293396,15.2845598220825,22.0747852325439
HRD,DW,2002,-4,Deep,25.9,ESSU,Ectopleura spp.,Ectopleura crocea,9,0.004669827220179322,117981,1568,16.8434295890477,18.9097932073017,31.3482112884521,15.5607042312622,22.5004081726074
HRD,DW,2002,-4,Deep,25.9,HAPA,Halichondria panicea,Halichondria panicea,9,0,165853,15132,15.5530770344247,16.4127689250527,30.9831409454346,7.98520078659058,19.914571762085
HRD,DW,2002,-4,Deep,25.9,HBCO,Hydrozoa-Bryozoa complex,NA,9,0.5969378377982246,NA,NA,NA,NA,NA,NA,NA
HRD,DW,2002,-4,Deep,25.9,ISS,Isodictya spp.,Isodictya deichmannae,9,0.007775338026658836,157402,80,17.8710032701492,19.603864133358,22.7443351745605,11.4613450527191,21.7799606323242
HRD,DW,2002,-4,Deep,25.9,MSS,Metridium senile,Metridium senile,9,0.019140766907712055,100982,11332,15.5550825943243,16.5757883271677,30.9613056182861,11.85426902771,19.8262265205383
HRD,DW,2002,-4,Deep,25.9,MUSS,Mussel,NA,9,0.00969947174501709,NA,NA,NA,NA,NA,NA,NA
HRD,DW,2002,-4,Deep,25.9,URF,Unidentified red fleshy crust,NA,9,0.011199265430515906,NA,NA,NA,NA,NA,NA,NA
HRD,DW,2004,-2,Deep,25.9,AGL,Aplidium glabrum,Aplidium glabrum,11,0.0011259174770159627,103647,357,14.4398533779557,16.4223903122476,29.050708770752,5.33258810043335,20.533842086792
HRD,DW,2004,-2,Deep,25.9,ALS,Alcyonium siderium,Alcyonium digitatum,11,0.024518763980292336,125333,46188,15.3421502233283,16.4871509585839,24.4132137298584,12.3421993255615,18.7468719482422
HRD,DW,2004,-2,Deep,25.9,BAS,Balanus and Amphibalanus spp.,Balanus balanus,11,0,106213,5314,14.3062632502157,15.1672161724484,26.6752090454102,6.49046421051025,19.8198150634765
HRD,DW,2004,-2,Deep,25.9,BOVO,Botrylloides violaceus,Botrylloides violaceus,11,0.0170407476549759,148715,3042,19.4342865574794,19.947184435472,31.1607685089111,14.4321365356445,29.0220985412598
HRD,DW,2004,-2,Deep,25.9,CCAP,Crustose Coralline Algae pink,NA,11,0.05612014863325753,NA,NA,NA,NA,NA,NA,NA
HRD,DW,2004,-2,Deep,25.9,DIP,Diplosoma listerianum,Diplosoma listerianum,11,0.009765351369116609,103579,3129,17.63909772444,18.6695952263858,31.3482112884521,12.994176864624,30.1686813354492
HRD,DW,2004,-2,Deep,25.9,DVE,Didemnum vexillum,Didemnum vexillum,11,0.007930496611389608,250126,772,17.065951320469,17.2458409251783,23.92702293396,15.2845598220825,22.0747852325439
HRD,DW,2004,-2,Deep,25.9,ESSU,Ectopleura spp.,Ectopleura crocea,11,0,117981,1568,16.8434295890477,18.9097932073017,31.3482112884521,15.5607042312622,22.5004081726074
HRD,DW,2004,-2,Deep,25.9,HAPA,Halichondria panicea,Halichondria panicea,11,0.002528283377345384,165853,15132,15.5530770344247,16.4127689250527,30.9831409454346,7.98520078659058,19.914571762085
HRD,DW,2004,-2,Deep,25.9,HBCO,Hydrozoa-Bryozoa complex,NA,11,0.7182770350122023,NA,NA,NA,NA,NA,NA,NA
HRD,DW,2004,-2,Deep,25.9,ISS,Isodictya spp.,Isodictya deichmannae,11,0.0018765305786948856,157402,80,17.8710032701492,19.603864133358,22.7443351745605,11.4613450527191,21.7799606323242
HRD,DW,2004,-2,Deep,25.9,MSS,Metridium senile,Metridium senile,11,0.06737409089941888,100982,11332,15.5550825943243,16.5757883271677,30.9613056182861,11.85426902771,19.8262265205383
HRD,DW,2004,-2,Deep,25.9,MUSS,Mussel,NA,11,0,NA,NA,NA,NA,NA,NA,NA
HRD,DW,2004,-2,Deep,25.9,URF,Unidentified red fleshy crust,NA,11,0.007186017552788695,NA,NA,NA,NA,NA,NA,NA
HRD,DW,2006,0,Deep,25.9,AGL,Aplidium glabrum,Aplidium glabrum,10,9.226819288063973e-4,103647,357,14.4398533779557,16.4223903122476,29.050708770752,5.33258810043335,20.533842086792
HRD,DW,2006,0,Deep,25.9,ALS,Alcyonium siderium,Alcyonium digitatum,10,0.09716638967705182,125333,46188,15.3421502233283,16.4871509585839,24.4132137298584,12.3421993255615,18.7468719482422
HRD,DW,2006,0,Deep,25.9,BAS,Balanus and Amphibalanus spp.,Balanus balanus,10,0,106213,5314,14.3062632502157,15.1672161724484,26.6752090454102,6.49046421051025,19.8198150634765
HRD,DW,2006,0,Deep,25.9,BOVO,Botrylloides violaceus,Botrylloides violaceus,10,0.02433604710325275,148715,3042,19.4342865574794,19.947184435472,31.1607685089111,14.4321365356445,29.0220985412598
HRD,DW,2006,0,Deep,25.9,CCAP,Crustose Coralline Algae pink,NA,10,0.19305157369906895,NA,NA,NA,NA,NA,NA,NA
HRD,DW,2006,0,Deep,25.9,DIP,Diplosoma listerianum,Diplosoma listerianum,10,0.001567049152252098,103579,3129,17.63909772444,18.6695952263858,31.3482112884521,12.994176864624,30.1686813354492
HRD,DW,2006,0,Deep,25.9,DVE,Didemnum vexillum,Didemnum vexillum,10,0.00633853824891078,250126,772,17.065951320469,17.2458409251783,23.92702293396,15.2845598220825,22.0747852325439
HRD,DW,2006,0,Deep,25.9,ESSU,Ectopleura spp.,Ectopleura crocea,10,0,117981,1568,16.8434295890477,18.9097932073017,31.3482112884521,15.5607042312622,22.5004081726074
HRD,DW,2006,0,Deep,25.9,HAPA,Halichondria panicea,Halichondria panicea,10,9.620660128992974e-4,165853,15132,15.5530770344247,16.4127689250527,30.9831409454346,7.98520078659058,19.914571762085
HRD,DW,2006,0,Deep,25.9,HBCO,Hydrozoa-Bryozoa complex,NA,10,0.3526397851094824,NA,NA,NA,NA,NA,NA,NA
HRD,DW,2006,0,Deep,25.9,ISS,Isodictya spp.,Isodictya deichmannae,10,0.012189024810306221,157402,80,17.8710032701492,19.603864133358,22.7443351745605,11.4613450527191,21.7799606323242
HRD,DW,2006,0,Deep,25.9,MSS,Metridium senile,Metridium senile,10,2.468927980248576e-4,100982,11332,15.5550825943243,16.5757883271677,30.9613056182861,11.85426902771,19.8262265205383
HRD,DW,2006,0,Deep,25.9,MUSS,Mussel,NA,10,7.290969615016208e-4,NA,NA,NA,NA,NA,NA,NA
HRD,DW,2006,0,Deep,25.9,URF,Unidentified red fleshy crust,NA,10,0.16023586716077642,NA,NA,NA,NA,NA,NA,NA
HRD,DW,2008,2,Deep,25.9,AGL,Aplidium glabrum,Aplidium glabrum,11,0,103647,357,14.4398533779557,16.4223903122476,29.050708770752,5.33258810043335,20.533842086792
HRD,DW,2008,2,Deep,25.9,ALS,Alcyonium siderium,Alcyonium digitatum,11,0.02123656749505272,125333,46188,15.3421502233283,16.4871509585839,24.4132137298584,12.3421993255615,18.7468719482422
HRD,DW,2008,2,Deep,25.9,BAS,Balanus and Amphibalanus spp.,Balanus balanus,11,0,106213,5314,14.3062632502157,15.1672161724484,26.6752090454102,6.49046421051025,19.8198150634765
HRD,DW,2008,2,Deep,25.9,BOVO,Botrylloides violaceus,Botrylloides violaceus,11,0.007913605758167474,148715,3042,19.4342865574794,19.947184435472,31.1607685089111,14.4321365356445,29.0220985412598
HRD,DW,2008,2,Deep,25.9,CCAP,Crustose Coralline Algae pink,NA,11,0.06048134921715939,NA,NA,NA,NA,NA,NA,NA
HRD,DW,2008,2,Deep,25.9,DIP,Diplosoma listerianum,Diplosoma listerianum,11,0,103579,3129,17.63909772444,18.6695952263858,31.3482112884521,12.994176864624,30.1686813354492
HRD,DW,2008,2,Deep,25.9,DVE,Didemnum vexillum,Didemnum vexillum,11,0.009036203495994839,250126,772,17.065951320469,17.2458409251783,23.92702293396,15.2845598220825,22.0747852325439
HRD,DW,2008,2,Deep,25.9,ESSU,Ectopleura spp.,Ectopleura crocea,11,0,117981,1568,16.8434295890477,18.9097932073017,31.3482112884521,15.5607042312622,22.5004081726074
HRD,DW,2008,2,Deep,25.9,HAPA,Halichondria panicea,Halichondria panicea,11,2.5038690159222965e-4,165853,15132,15.5530770344247,16.4127689250527,30.9831409454346,7.98520078659058,19.914571762085
HRD,DW,2008,2,Deep,25.9,HBCO,Hydrozoa-Bryozoa complex,NA,11,0.6914035105734191,NA,NA,NA,NA,NA,NA,NA
HRD,DW,2008,2,Deep,25.9,ISS,Isodictya spp.,Isodictya deichmannae,11,0.004996893374652896,157402,80,17.8710032701492,19.603864133358,22.7443351745605,11.4613450527191,21.7799606323242
HRD,DW,2008,2,Deep,25.9,MSS,Metridium senile,Metridium senile,11,0.00395558857554719,100982,11332,15.5550825943243,16.5757883271677,30.9613056182861,11.85426902771,19.8262265205383
HRD,DW,2008,2,Deep,25.9,MUSS,Mussel,NA,11,9.659248363793477e-4,NA,NA,NA,NA,NA,NA,NA
HRD,DW,2008,2,Deep,25.9,URF,Unidentified red fleshy crust,NA,11,0.13198047196754722,NA,NA,NA,NA,NA,NA,NA
HRD,DW,2009,3,Deep,25.9,AGL,Aplidium glabrum,Aplidium glabrum,15,4.08565578894662e-4,103647,357,14.4398533779557,16.4223903122476,29.050708770752,5.33258810043335,20.533842086792
HRD,DW,2009,3,Deep,25.9,ALS,Alcyonium siderium,Alcyonium digitatum,15,0.04802282459970275,125333,46188,15.3421502233283,16.4871509585839,24.4132137298584,12.3421993255615,18.7468719482422
HRD,DW,2009,3,Deep,25.9,BAS,Balanus and Amphibalanus spp.,Balanus balanus,15,0,106213,5314,14.3062632502157,15.1672161724484,26.6752090454102,6.49046421051025,19.8198150634765
HRD,DW,2009,3,Deep,25.9,BOVO,Botrylloides violaceus,Botrylloides violaceus,15,5.737156299428881e-4,148715,3042,19.4342865574794,19.947184435472,31.1607685089111,14.4321365356445,29.0220985412598
HRD,DW,2009,3,Deep,25.9,CCAP,Crustose Coralline Algae pink,NA,15,0.09356741365666085,NA,NA,NA,NA,NA,NA,NA
HRD,DW,2009,3,Deep,25.9,DIP,Diplosoma listerianum,Diplosoma listerianum,15,0,103579,3129,17.63909772444,18.6695952263858,31.3482112884521,12.994176864624,30.1686813354492
HRD,DW,2009,3,Deep,25.9,DVE,Didemnum vexillum,Didemnum vexillum,15,5.581392243443003e-4,250126,772,17.065951320469,17.2458409251783,23.92702293396,15.2845598220825,22.0747852325439
HRD,DW,2009,3,Deep,25.9,ESSU,Ectopleura spp.,Ectopleura crocea,15,0.02061809331122495,117981,1568,16.8434295890477,18.9097932073017,31.3482112884521,15.5607042312622,22.5004081726074
HRD,DW,2009,3,Deep,25.9,HAPA,Halichondria panicea,Halichondria panicea,15,2.2064216939284646e-4,165853,15132,15.5530770344247,16.4127689250527,30.9831409454346,7.98520078659058,19.914571762085
HRD,DW,2009,3,Deep,25.9,HBCO,Hydrozoa-Bryozoa complex,NA,15,0.4296236920632609,NA,NA,NA,NA,NA,NA,NA
HRD,DW,2009,3,Deep,25.9,ISS,Isodictya spp.,Isodictya deichmannae,15,0.036775410707019035,157402,80,17.8710032701492,19.603864133358,22.7443351745605,11.4613450527191,21.7799606323242
HRD,DW,2009,3,Deep,25.9,MSS,Metridium senile,Metridium senile,15,0.015104852834177453,100982,11332,15.5550825943243,16.5757883271677,30.9613056182861,11.85426902771,19.8262265205383
HRD,DW,2009,3,Deep,25.9,MUSS,Mussel,NA,15,0.0012211682305615357,NA,NA,NA,NA,NA,NA,NA
HRD,DW,2009,3,Deep,25.9,URF,Unidentified red fleshy crust,NA,15,0.20523763334411765,NA,NA,NA,NA,NA,NA,NA
HRD,DW,2010,4,Deep,25.9,AGL,Aplidium glabrum,Aplidium glabrum,18,1.0897848597027738e-4,103647,357,14.4398533779557,16.4223903122476,29.050708770752,5.33258810043335,20.533842086792
HRD,DW,2010,4,Deep,25.9,ALS,Alcyonium siderium,Alcyonium digitatum,18,0.004997873258711771,125333,46188,15.3421502233283,16.4871509585839,24.4132137298584,12.3421993255615,18.7468719482422
HRD,DW,2010,4,Deep,25.9,BAS,Balanus and Amphibalanus spp.,Balanus balanus,18,0,106213,5314,14.3062632502157,15.1672161724484,26.6752090454102,6.49046421051025,19.8198150634765
HRD,DW,2010,4,Deep,25.9,BOVO,Botrylloides violaceus,Botrylloides violaceus,18,0.03441038944238351,148715,3042,19.4342865574794,19.947184435472,31.1607685089111,14.4321365356445,29.0220985412598
HRD,DW,2010,4,Deep,25.9,CCAP,Crustose Coralline Algae pink,NA,18,0.06084279856159626,NA,NA,NA,NA,NA,NA,NA
HRD,DW,2010,4,Deep,25.9,DIP,Diplosoma listerianum,Diplosoma listerianum,18,8.956371073852608e-5,103579,3129,17.63909772444,18.6695952263858,31.3482112884521,12.994176864624,30.1686813354492
HRD,DW,2010,4,Deep,25.9,DVE,Didemnum vexillum,Didemnum vexillum,18,0.013033166624024439,250126,772,17.065951320469,17.2458409251783,23.92702293396,15.2845598220825,22.0747852325439
HRD,DW,2010,4,Deep,25.9,ESSU,Ectopleura spp.,Ectopleura crocea,18,0,117981,1568,16.8434295890477,18.9097932073017,31.3482112884521,15.5607042312622,22.5004081726074
HRD,DW,2010,4,Deep,25.9,HAPA,Halichondria panicea,Halichondria panicea,18,0,165853,15132,15.5530770344247,16.4127689250527,30.9831409454346,7.98520078659058,19.914571762085
HRD,DW,2010,4,Deep,25.9,HBCO,Hydrozoa-Bryozoa complex,NA,18,0.7350618831594666,NA,NA,NA,NA,NA,NA,NA
HRD,DW,2010,4,Deep,25.9,ISS,Isodictya spp.,Isodictya deichmannae,18,0.0019425024956739232,157402,80,17.8710032701492,19.603864133358,22.7443351745605,11.4613450527191,21.7799606323242
HRD,DW,2010,4,Deep,25.9,MSS,Metridium senile,Metridium senile,18,0.005405157481390267,100982,11332,15.5550825943243,16.5757883271677,30.9613056182861,11.85426902771,19.8262265205383
HRD,DW,2010,4,Deep,25.9,MUSS,Mussel,NA,18,0,NA,NA,NA,NA,NA,NA,NA
HRD,DW,2010,4,Deep,25.9,URF,Unidentified red fleshy crust,NA,18,0.0866254271672936,NA,NA,NA,NA,NA,NA,NA
HRD,DW,2012,6,Deep,25.9,AGL,Aplidium glabrum,Aplidium glabrum,17,0,103647,357,14.4398533779557,16.4223903122476,29.050708770752,5.33258810043335,20.533842086792
HRD,DW,2012,6,Deep,25.9,ALS,Alcyonium siderium,Alcyonium digitatum,17,0.013688977284255216,125333,46188,15.3421502233283,16.4871509585839,24.4132137298584,12.3421993255615,18.7468719482422
HRD,DW,2012,6,Deep,25.9,BAS,Balanus and Amphibalanus spp.,Balanus balanus,17,0,106213,5314,14.3062632502157,15.1672161724484,26.6752090454102,6.49046421051025,19.8198150634765
HRD,DW,2012,6,Deep,25.9,BOVO,Botrylloides violaceus,Botrylloides violaceus,17,0.026370358917525424,148715,3042,19.4342865574794,19.947184435472,31.1607685089111,14.4321365356445,29.0220985412598
HRD,DW,2012,6,Deep,25.9,CCAP,Crustose Coralline Algae pink,NA,17,0.17357054506788447,NA,NA,NA,NA,NA,NA,NA
HRD,DW,2012,6,Deep,25.9,DIP,Diplosoma listerianum,Diplosoma listerianum,17,0.009630127410428421,103579,3129,17.63909772444,18.6695952263858,31.3482112884521,12.994176864624,30.1686813354492
HRD,DW,2012,6,Deep,25.9,DVE,Didemnum vexillum,Didemnum vexillum,17,4.306632213608958e-4,250126,772,17.065951320469,17.2458409251783,23.92702293396,15.2845598220825,22.0747852325439
HRD,DW,2012,6,Deep,25.9,ESSU,Ectopleura spp.,Ectopleura crocea,17,0,117981,1568,16.8434295890477,18.9097932073017,31.3482112884521,15.5607042312622,22.5004081726074
HRD,DW,2012,6,Deep,25.9,HAPA,Halichondria panicea,Halichondria panicea,17,0,165853,15132,15.5530770344247,16.4127689250527,30.9831409454346,7.98520078659058,19.914571762085
HRD,DW,2012,6,Deep,25.9,HBCO,Hydrozoa-Bryozoa complex,NA,17,0.6513872580604315,NA,NA,NA,NA,NA,NA,NA
HRD,DW,2012,6,Deep,25.9,ISS,Isodictya spp.,Isodictya deichmannae,17,0.0019853160346206115,157402,80,17.8710032701492,19.603864133358,22.7443351745605,11.4613450527191,21.7799606323242
HRD,DW,2012,6,Deep,25.9,MSS,Metridium senile,Metridium senile,17,0.0016881450634720285,100982,11332,15.5550825943243,16.5757883271677,30.9613056182861,11.85426902771,19.8262265205383
HRD,DW,2012,6,Deep,25.9,MUSS,Mussel,NA,17,3.5495579041619366e-4,NA,NA,NA,NA,NA,NA,NA
HRD,DW,2012,6,Deep,25.9,URF,Unidentified red fleshy crust,NA,17,0.009210087167377878,NA,NA,NA,NA,NA,NA,NA
HRD,DW,2013,7,Deep,25.9,AGL,Aplidium glabrum,Aplidium glabrum,35,2.2090711437175177e-5,103647,357,14.4398533779557,16.4223903122476,29.050708770752,5.33258810043335,20.533842086792
HRD,DW,2013,7,Deep,25.9,ALS,Alcyonium siderium,Alcyonium digitatum,35,0.11113604018562435,125333,46188,15.3421502233283,16.4871509585839,24.4132137298584,12.3421993255615,18.7468719482422
HRD,DW,2013,7,Deep,25.9,BAS,Balanus and Amphibalanus spp.,Balanus balanus,35,0,106213,5314,14.3062632502157,15.1672161724484,26.6752090454102,6.49046421051025,19.8198150634765
HRD,DW,2013,7,Deep,25.9,BOVO,Botrylloides violaceus,Botrylloides violaceus,35,0.005661364891389501,148715,3042,19.4342865574794,19.947184435472,31.1607685089111,14.4321365356445,29.0220985412598
HRD,DW,2013,7,Deep,25.9,CCAP,Crustose Coralline Algae pink,NA,35,0.1032741812423374,NA,NA,NA,NA,NA,NA,NA
HRD,DW,2013,7,Deep,25.9,DIP,Diplosoma listerianum,Diplosoma listerianum,35,0,103579,3129,17.63909772444,18.6695952263858,31.3482112884521,12.994176864624,30.1686813354492
HRD,DW,2013,7,Deep,25.9,DVE,Didemnum vexillum,Didemnum vexillum,35,0.001039091901032022,250126,772,17.065951320469,17.2458409251783,23.92702293396,15.2845598220825,22.0747852325439
HRD,DW,2013,7,Deep,25.9,ESSU,Ectopleura spp.,Ectopleura crocea,35,0,117981,1568,16.8434295890477,18.9097932073017,31.3482112884521,15.5607042312622,22.5004081726074
HRD,DW,2013,7,Deep,25.9,HAPA,Halichondria panicea,Halichondria panicea,35,0,165853,15132,15.5530770344247,16.4127689250527,30.9831409454346,7.98520078659058,19.914571762085
HRD,DW,2013,7,Deep,25.9,HBCO,Hydrozoa-Bryozoa complex,NA,35,0.709770048011823,NA,NA,NA,NA,NA,NA,NA
