site,subsite,year,year_cent,depth,average_depth,class,species,gen_spp,n_quads,proportion,species_id,n_obis_rec,BO21_tempmax_bdmean_mean,BO21_tempmax_bdmin_mean,BO21_tempmax_bdmin_max,BO21_tempmax_bdmean_q5,BO21_tempmax_bdmean_q95
HRD,DW,1991,-15,Deep,25.9,MSS,Metridium senile,Metridium senile,9,0.0920022954297332,100982,11332,15.5550825943243,16.5757883271677,30.9613056182861,11.85426902771,19.8262265205383
HRD,DW,1991,-15,Deep,25.9,URF,Unidentified red fleshy crust,NA,9,0.10249083515587117,NA,NA,NA,NA,NA,NA,NA
HRD,DW,1995,-11,Deep,25.9,AGL,Aplidium glabrum,Aplidium glabrum,5,0,103647,357,14.4398533779557,16.4223903122476,29.050708770752,5.33258810043335,20.533842086792
HRD,DW,1995,-11,Deep,25.9,ALS,Alcyonium siderium,Alcyonium digitatum,5,0,125333,46188,15.3421502233283,16.4871509585839,24.4132137298584,12.3421993255615,18.7468719482422
HRD,DW,1995,-11,Deep,25.9,BAS,Balanus and Amphibalanus spp.,Balanus balanus,5,0,106213,5314,14.3062632502157,15.1672161724484,26.6752090454102,6.49046421051025,19.8198150634765
HRD,DW,1995,-11,Deep,25.9,BOVO,Botrylloides violaceus,Botrylloides violaceus,5,0.0010832825981987276,148715,3042,19.4342865574794,19.947184435472,31.1607685089111,14.4321365356445,29.0220985412598
HRD,DW,1995,-11,Deep,25.9,CCAP,Crustose Coralline Algae pink,NA,5,0.13475589549952577,NA,NA,NA,NA,NA,NA,NA
HRD,DW,1995,-11,Deep,25.9,DIP,Diplosoma listerianum,Diplosoma listerianum,5,0,103579,3129,17.63909772444,18.6695952263858,31.3482112884521,12.994176864624,30.1686813354492
HRD,DW,1995,-11,Deep,25.9,DVE,Didemnum vexillum,Didemnum vexillum,5,0,250126,772,17.065951320469,17.2458409251783,23.92702293396,15.2845598220825,22.0747852325439
HRD,DW,1995,-11,Deep,25.9,ESSU,Ectopleura spp.,Ectopleura crocea,5,1.2900728891182353e-5,117981,1568,16.8434295890477,18.9097932073017,31.3482112884521,15.5607042312622,22.5004081726074
HRD,DW,1995,-11,Deep,25.9,GRS,Gersemia rubiformis,Gersemia rubiformis,5,0.04115846978821684,156103,4103,7.30858703900341,8.55259609306272,25.1170845031738,-0.0433596506714811,15.4554748535156
HRD,DW,1995,-11,Deep,25.9,HAPA,Halichondria panicea,Halichondria panicea,5,0,165853,15132,15.5530770344247,16.4127689250527,30.9831409454346,7.98520078659058,19.914571762085
HRD,DW,1995,-11,Deep,25.9,HBCO,Hydrozoa-Bryozoa complex,NA,5,0.6028224700191516,NA,NA,NA,NA,NA,NA,NA
HRD,DW,1995,-11,Deep,25.9,ISS,Isodictya spp.,Isodictya deichmannae,5,0,157402,80,17.8710032701492,19.603864133358,22.7443351745605,11.4613450527191,21.7799606323242
HRD,DW,1995,-11,Deep,25.9,MED,Mytilus edulis,Mytilus edulis,5,0,140480,130001,17.6659903681417,19.3869753147433,31.3118190765381,11.8775099754333,20.8240299224854
HRD,DW,1995,-11,Deep,25.9,MOMD,Modiolus modiolus,Modiolus modiolus,5,0,140467,9065,15.7838209092445,16.5094526179754,31.0339279174805,10.9476022720337,21.2296786308289
HRD,DW,1995,-11,Deep,25.9,MSS,Metridium senile,Metridium senile,5,0.11202752034398662,100982,11332,15.5550825943243,16.5757883271677,30.9613056182861,11.85426902771,19.8262265205383
HRD,DW,1995,-11,Deep,25.9,URF,Unidentified red fleshy crust,NA,5,0.027890754216798853,NA,NA,NA,NA,NA,NA,NA
HRD,DW,2001,-5,Deep,25.9,AGL,Aplidium glabrum,Aplidium glabrum,6,1.492189660945393e-4,103647,357,14.4398533779557,16.4223903122476,29.050708770752,5.33258810043335,20.533842086792
HRD,DW,2001,-5,Deep,25.9,ALS,Alcyonium siderium,Alcyonium digitatum,6,0,125333,46188,15.3421502233283,16.4871509585839,24.4132137298584,12.3421993255615,18.7468719482422
HRD,DW,2001,-5,Deep,25.9,BAS,Balanus and Amphibalanus spp.,Balanus balanus,6,0.0030230762786915507,106213,5314,14.3062632502157,15.1672161724484,26.6752090454102,6.49046421051025,19.8198150634765
HRD,DW,2001,-5,Deep,25.9,BOVO,Botrylloides violaceus,Botrylloides violaceus,6,0.001142563842951963,148715,3042,19.4342865574794,19.947184435472,31.1607685089111,14.4321365356445,29.0220985412598
HRD,DW,2001,-5,Deep,25.9,CCAP,Crustose Coralline Algae pink,NA,6,0.06061086985382547,NA,NA,NA,NA,NA,NA,NA
HRD,DW,2001,-5,Deep,25.9,DIP,Diplosoma listerianum,Diplosoma listerianum,6,0,103579,3129,17.63909772444,18.6695952263858,31.3482112884521,12.994176864624,30.1686813354492
HRD,DW,2001,-5,Deep,25.9,DVE,Didemnum vexillum,Didemnum vexillum,6,0,250126,772,17.065951320469,17.2458409251783,23.92702293396,15.2845598220825,22.0747852325439
HRD,DW,2001,-5,Deep,25.9,ESSU,Ectopleura spp.,Ectopleura crocea,6,0,117981,1568,16.8434295890477,18.9097932073017,31.3482112884521,15.5607042312622,22.5004081726074
HRD,DW,2001,-5,Deep,25.9,GRS,Gersemia rubiformis,Gersemia rubiformis,6,0.046587026649985486,156103,4103,7.30858703900341,8.55259609306272,25.1170845031738,-0.0433596506714811,15.4554748535156
HRD,DW,2001,-5,Deep,25.9,HAPA,Halichondria panicea,Halichondria panicea,6,0,165853,15132,15.5530770344247,16.4127689250527,30.9831409454346,7.98520078659058,19.914571762085
HRD,DW,2001,-5,Deep,25.9,HBCO,Hydrozoa-Bryozoa complex,NA,6,0.3895467471667264,NA,NA,NA,NA,NA,NA,NA
HRD,DW,2001,-5,Deep,25.9,ISS,Isodictya spp.,Isodictya deichmannae,6,0.002052732502731705,157402,80,17.8710032701492,19.603864133358,22.7443351745605,11.4613450527191,21.7799606323242
HRD,DW,2001,-5,Deep,25.9,MED,Mytilus edulis,Mytilus edulis,6,0,140480,130001,17.6659903681417,19.3869753147433,31.3118190765381,11.8775099754333,20.8240299224854
HRD,DW,2001,-5,Deep,25.9,MOMD,Modiolus modiolus,Modiolus modiolus,6,1.3830050516079254e-4,140467,9065,15.7838209092445,16.5094526179754,31.0339279174805,10.9476022720337,21.2296786308289
HRD,DW,2001,-5,Deep,25.9,MSS,Metridium senile,Metridium senile,6,0.01364657714213513,100982,11332,15.5550825943243,16.5757883271677,30.9613056182861,11.85426902771,19.8262265205383
HRD,DW,2001,-5,Deep,25.9,URF,Unidentified red fleshy crust,NA,6,0.3225862328973736,NA,NA,NA,NA,NA,NA,NA
HRD,DW,2002,-4,Deep,25.9,AGL,Aplidium glabrum,Aplidium glabrum,9,0,103647,357,14.4398533779557,16.4223903122476,29.050708770752,5.33258810043335,20.533842086792
HRD,DW,2002,-4,Deep,25.9,ALS,Alcyonium siderium,Alcyonium digitatum,9,0,125333,46188,15.3421502233283,16.4871509585839,24.4132137298584,12.3421993255615,18.7468719482422
HRD,DW,2002,-4,Deep,25.9,BAS,Balanus and Amphibalanus spp.,Balanus balanus,9,0.0031028786663399983,106213,5314,14.3062632502157,15.1672161724484,26.6752090454102,6.49046421051025,19.8198150634765
HRD,DW,2002,-4,Deep,25.9,BOVO,Botrylloides violaceus,Botrylloides violaceus,9,0,148715,3042,19.4342865574794,19.947184435472,31.1607685089111,14.4321365356445,29.0220985412598
HRD,DW,2002,-4,Deep,25.9,CCAP,Crustose Coralline Algae pink,NA,9,0.10167794790508215,NA,NA,NA,NA,NA,NA,NA
HRD,DW,2002,-4,Deep,25.9,DIP,Diplosoma listerianum,Diplosoma listerianum,9,0,103579,3129,17.63909772444,18.6695952263858,31.3482112884521,12.994176864624,30.1686813354492
HRD,DW,2002,-4,Deep,25.9,DVE,Didemnum vexillum,Didemnum vexillum,9,0,250126,772,17.065951320469,17.2458409251783,23.92702293396,15.2845598220825,22.0747852325439
HRD,DW,2002,-4,Deep,25.9,ESSU,Ectopleura spp.,Ectopleura crocea,9,0.0010516773362260826,117981,1568,16.8434295890477,18.9097932073017,31.3482112884521,15.5607042312622,22.5004081726074
HRD,DW,2002,-4,Deep,25.9,GRS,Gersemia rubiformis,Gersemia rubiformis,9,0.1555450832318389,156103,4103,7.30858703900341,8.55259609306272,25.1170845031738,-0.0433596506714811,15.4554748535156
HRD,DW,2002,-4,Deep,25.9,HAPA,Halichondria panicea,Halichondria panicea,9,5.156550072888533e-4,165853,15132,15.5530770344247,16.4127689250527,30.9831409454346,7.98520078659058,19.914571762085
HRD,DW,2002,-4,Deep,25.9,HBCO,Hydrozoa-Bryozoa complex,NA,9,0.5795175015458106,NA,NA,NA,NA,NA,NA,NA
HRD,DW,2002,-4,Deep,25.9,ISS,Isodictya spp.,Isodictya deichmannae,9,0.010101836391726678,157402,80,17.8710032701492,19.603864133358,22.7443351745605,11.4613450527191,21.7799606323242
HRD,DW,2002,-4,Deep,25.9,MED,Mytilus edulis,Mytilus edulis,9,0.00850970128244794,140480,130001,17.6659903681417,19.3869753147433,31.3118190765381,11.8775099754333,20.8240299224854
HRD,DW,2002,-4,Deep,25.9,MOMD,Modiolus modiolus,Modiolus modiolus,9,0.0018814439455133833,140467,9065,15.7838209092445,16.5094526179754,31.0339279174805,10.9476022720337,21.2296786308289
HRD,DW,2002,-4,Deep,25.9,MSS,Metridium senile,Metridium senile,9,0.014706241641123212,100982,11332,15.5550825943243,16.5757883271677,30.9613056182861,11.85426902771,19.8262265205383
HRD,DW,2002,-4,Deep,25.9,URF,Unidentified red fleshy crust,NA,9,0.019831874199673322,NA,NA,NA,NA,NA,NA,NA
HRD,DW,2004,-2,Deep,25.9,AGL,Aplidium glabrum,Aplidium glabrum,11,0.0010008091840111159,103647,357,14.4398533779557,16.4223903122476,29.050708770752,5.33258810043335,20.533842086792
HRD,DW,2004,-2,Deep,25.9,ALS,Alcyonium siderium,Alcyonium digitatum,11,0,125333,46188,15.3421502233283,16.4871509585839,24.4132137298584,12.3421993255615,18.7468719482422
HRD,DW,2004,-2,Deep,25.9,BAS,Balanus and Amphibalanus spp.,Balanus balanus,11,0,106213,5314,14.3062632502157,15.1672161724484,26.6752090454102,6.49046421051025,19.8198150634765
HRD,DW,2004,-2,Deep,25.9,BOVO,Botrylloides violaceus,Botrylloides violaceus,11,0.023992191903704784,148715,3042,19.4342865574794,19.947184435472,31.1607685089111,14.4321365356445,29.0220985412598
HRD,DW,2004,-2,Deep,25.9,CCAP,Crustose Coralline Algae pink,NA,11,0.054387215050601,NA,NA,NA,NA,NA,NA,NA
HRD,DW,2004,-2,Deep,25.9,DIP,Diplosoma listerianum,Diplosoma listerianum,11,0.013799581001619128,103579,3129,17.63909772444,18.6695952263858,31.3482112884521,12.994176864624,30.1686813354492
HRD,DW,2004,-2,Deep,25.9,DVE,Didemnum vexillum,Didemnum vexillum,11,0,250126,772,17.065951320469,17.2458409251783,23.92702293396,15.2845598220825,22.0747852325439
HRD,DW,2004,-2,Deep,25.9,ESSU,Ectopleura spp.,Ectopleura crocea,11,0,117981,1568,16.8434295890477,18.9097932073017,31.3482112884521,15.5607042312622,22.5004081726074
HRD,DW,2004,-2,Deep,25.9,GRS,Gersemia rubiformis,Gersemia rubiformis,11,0.022299484896478393,156103,4103,7.30858703900341,8.55259609306272,25.1170845031738,-0.0433596506714811,15.4554748535156
HRD,DW,2004,-2,Deep,25.9,HAPA,Halichondria panicea,Halichondria panicea,11,0.0020974312872481977,165853,15132,15.5530770344247,16.4127689250527,30.9831409454346,7.98520078659058,19.914571762085
HRD,DW,2004,-2,Deep,25.9,HBCO,Hydrozoa-Bryozoa complex,NA,11,0.6910952520833367,NA,NA,NA,NA,NA,NA,NA
HRD,DW,2004,-2,Deep,25.9,ISS,Isodictya spp.,Isodictya deichmannae,11,6.908532825657435e-4,157402,80,17.8710032701492,19.603864133358,22.7443351745605,11.4613450527191,21.7799606323242
HRD,DW,2004,-2,Deep,25.9,MED,Mytilus edulis,Mytilus edulis,11,5.9791304431013985e-5,140480,130001,17.6659903681417,19.3869753147433,31.3118190765381,11.8775099754333,20.8240299224854
HRD,DW,2004,-2,Deep,25.9,MOMD,Modiolus modiolus,Modiolus modiolus,11,0,140467,9065,15.7838209092445,16.5094526179754,31.0339279174805,10.9476022720337,21.2296786308289
HRD,DW,2004,-2,Deep,25.9,MSS,Metridium senile,Metridium senile,11,0.07966607307170595,100982,11332,15.5550825943243,16.5757883271677,30.9613056182861,11.85426902771,19.8262265205383
HRD,DW,2004,-2,Deep,25.9,URF,Unidentified red fleshy crust,NA,11,0.020124485466242507,NA,NA,NA,NA,NA,NA,NA
HRD,DW,2006,0,Deep,25.9,AGL,Aplidium glabrum,Aplidium glabrum,10,9.944662763653861e-4,103647,357,14.4398533779557,16.4223903122476,29.050708770752,5.33258810043335,20.533842086792
HRD,DW,2006,0,Deep,25.9,ALS,Alcyonium siderium,Alcyonium digitatum,10,0,125333,46188,15.3421502233283,16.4871509585839,24.4132137298584,12.3421993255615,18.7468719482422
HRD,DW,2006,0,Deep,25.9,BAS,Balanus and Amphibalanus spp.,Balanus balanus,10,0.001691039466997911,106213,5314,14.3062632502157,15.1672161724484,26.6752090454102,6.49046421051025,19.8198150634765
HRD,DW,2006,0,Deep,25.9,BOVO,Botrylloides violaceus,Botrylloides violaceus,10,0.04587213150191031,148715,3042,19.4342865574794,19.947184435472,31.1607685089111,14.4321365356445,29.0220985412598
HRD,DW,2006,0,Deep,25.9,CCAP,Crustose Coralline Algae pink,NA,10,0.1324813505162137,NA,NA,NA,NA,NA,NA,NA
HRD,DW,2006,0,Deep,25.9,DIP,Diplosoma listerianum,Diplosoma listerianum,10,1.5131928265026338e-4,103579,3129,17.63909772444,18.6695952263858,31.3482112884521,12.994176864624,30.1686813354492
HRD,DW,2006,0,Deep,25.9,DVE,Didemnum vexillum,Didemnum vexillum,10,0,250126,772,17.065951320469,17.2458409251783,23.92702293396,15.2845598220825,22.0747852325439
HRD,DW,2006,0,Deep,25.9,ESSU,Ectopleura spp.,Ectopleura crocea,10,0,117981,1568,16.8434295890477,18.9097932073017,31.3482112884521,15.5607042312622,22.5004081726074
HRD,DW,2006,0,Deep,25.9,GRS,Gersemia rubiformis,Gersemia rubiformis,10,0.11189077651672819,156103,4103,7.30858703900341,8.55259609306272,25.1170845031738,-0.0433596506714811,15.4554748535156
HRD,DW,2006,0,Deep,25.9,HAPA,Halichondria panicea,Halichondria panicea,10,8.377921133664136e-4,165853,15132,15.5530770344247,16.4127689250527,30.9831409454346,7.98520078659058,19.914571762085
HRD,DW,2006,0,Deep,25.9,HBCO,Hydrozoa-Bryozoa complex,NA,10,0.3111357435035574,NA,NA,NA,NA,NA,NA,NA
HRD,DW,2006,0,Deep,25.9,ISS,Isodictya spp.,Isodictya deichmannae,10,0.0026930181899278254,157402,80,17.8710032701492,19.603864133358,22.7443351745605,11.4613450527191,21.7799606323242
HRD,DW,2006,0,Deep,25.9,MED,Mytilus edulis,Mytilus edulis,10,0,140480,130001,17.6659903681417,19.3869753147433,31.3118190765381,11.8775099754333,20.8240299224854
HRD,DW,2006,0,Deep,25.9,MOMD,Modiolus modiolus,Modiolus modiolus,10,0,140467,9065,15.7838209092445,16.5094526179754,31.0339279174805,10.9476022720337,21.2296786308289
HRD,DW,2006,0,Deep,25.9,MSS,Metridium senile,Metridium senile,10,0.003100845648545277,100982,11332,15.5550825943243,16.5757883271677,30.9613056182861,11.85426902771,19.8262265205383
HRD,DW,2006,0,Deep,25.9,URF,Unidentified red fleshy crust,NA,10,0.26553048129219103,NA,NA,NA,NA,NA,NA,NA
HRD,DW,2008,2,Deep,25.9,AGL,Aplidium glabrum,Aplidium glabrum,11,0,103647,357,14.4398533779557,16.4223903122476,29.050708770752,5.33258810043335,20.533842086792
HRD,DW,2008,2,Deep,25.9,ALS,Alcyonium siderium,Alcyonium digitatum,11,0,125333,46188,15.3421502233283,16.4871509585839,24.4132137298584,12.3421993255615,18.7468719482422
HRD,DW,2008,2,Deep,25.9,BAS,Balanus and Amphibalanus spp.,Balanus balanus,11,0,106213,5314,14.3062632502157,15.1672161724484,26.6752090454102,6.49046421051025,19.8198150634765
HRD,DW,2008,2,Deep,25.9,BOVO,Botrylloides violaceus,Botrylloides violaceus,11,0.011132512987165142,148715,3042,19.4342865574794,19.947184435472,31.1607685089111,14.4321365356445,29.0220985412598
HRD,DW,2008,2,Deep,25.9,CCAP,Crustose Coralline Algae pink,NA,11,0.04213387862807541,NA,NA,NA,NA,NA,NA,NA
HRD,DW,2008,2,Deep,25.9,DIP,Diplosoma listerianum,Diplosoma listerianum,11,2.8636480998990685e-4,103579,3129,17.63909772444,18.6695952263858,31.3482112884521,12.994176864624,30.1686813354492
HRD,DW,2008,2,Deep,25.9,DVE,Didemnum vexillum,Didemnum vexillum,11,0.004230393855395278,250126,772,17.065951320469,17.2458409251783,23.92702293396,15.2845598220825,22.0747852325439
HRD,DW,2008,2,Deep,25.9,ESSU,Ectopleura spp.,Ectopleura crocea,11,0,117981,1568,16.8434295890477,18.9097932073017,31.3482112884521,15.5607042312622,22.5004081726074
HRD,DW,2008,2,Deep,25.9,GRS,Gersemia rubiformis,Gersemia rubiformis,11,0.02440358402436898,156103,4103,7.30858703900341,8.55259609306272,25.1170845031738,-0.0433596506714811,15.4554748535156
HRD,DW,2008,2,Deep,25.9,HAPA,Halichondria panicea,Halichondria panicea,11,3.6855624376967716e-4,165853,15132,15.5530770344247,16.4127689250527,30.9831409454346,7.98520078659058,19.914571762085
HRD,DW,2008,2,Deep,25.9,HBCO,Hydrozoa-Bryozoa complex,NA,11,0.5778125046141042,NA,NA,NA,NA,NA,NA,NA
HRD,DW,2008,2,Deep,25.9,ISS,Isodictya spp.,Isodictya deichmannae,11,0.0021994496094446324,157402,80,17.8710032701492,19.603864133358,22.7443351745605,11.4613450527191,21.7799606323242
HRD,DW,2008,2,Deep,25.9,MED,Mytilus edulis,Mytilus edulis,11,6.452556303195872e-4,140480,130001,17.6659903681417,19.3869753147433,31.3118190765381,11.8775099754333,20.8240299224854
HRD,DW,2008,2,Deep,25.9,MOMD,Modiolus modiolus,Modiolus modiolus,11,0,140467,9065,15.7838209092445,16.5094526179754,31.0339279174805,10.9476022720337,21.2296786308289
HRD,DW,2008,2,Deep,25.9,MSS,Metridium senile,Metridium senile,11,0.008628847316082551,100982,11332,15.5550825943243,16.5757883271677,30.9613056182861,11.85426902771,19.8262265205383
HRD,DW,2008,2,Deep,25.9,URF,Unidentified red fleshy crust,NA,11,0.26112210772371347,NA,NA,NA,NA,NA,NA,NA
HRD,DW,2009,3,Deep,25.9,AGL,Aplidium glabrum,Aplidium glabrum,15,2.29969780456079e-4,103647,357,14.4398533779557,16.4223903122476,29.050708770752,5.33258810043335,20.533842086792
HRD,DW,2009,3,Deep,25.9,ALS,Alcyonium siderium,Alcyonium digitatum,15,0,125333,46188,15.3421502233283,16.4871509585839,24.4132137298584,12.3421993255615,18.7468719482422
HRD,DW,2009,3,Deep,25.9,BAS,Balanus and Amphibalanus spp.,Balanus balanus,15,4.1934875138909275e-6,106213,5314,14.3062632502157,15.1672161724484,26.6752090454102,6.49046421051025,19.8198150634765
HRD,DW,2009,3,Deep,25.9,BOVO,Botrylloides violaceus,Botrylloides violaceus,15,1.2621747270547153e-4,148715,3042,19.4342865574794,19.947184435472,31.1607685089111,14.4321365356445,29.0220985412598
HRD,DW,2009,3,Deep,25.9,CCAP,Crustose Coralline Algae pink,NA,15,0.06515161166451246,NA,NA,NA,NA,NA,NA,NA
HRD,DW,2009,3,Deep,25.9,DIP,Diplosoma listerianum,Diplosoma listerianum,15,0,103579,3129,17.63909772444,18.6695952263858,31.3482112884521,12.994176864624,30.1686813354492
HRD,DW,2009,3,Deep,25.9,DVE,Didemnum vexillum,Didemnum vexillum,15,6.776025875523035e-4,250126,772,17.065951320469,17.2458409251783,23.92702293396,15.2845598220825,22.0747852325439
HRD,DW,2009,3,Deep,25.9,ESSU,Ectopleura spp.,Ectopleura crocea,15,0.0013873900297267255,117981,1568,16.8434295890477,18.9097932073017,31.3482112884521,15.5607042312622,22.5004081726074
HRD,DW,2009,3,Deep,25.9,GRS,Gersemia rubiformis,Gersemia rubiformis,15,0.05595509609122899,156103,4103,7.30858703900341,8.55259609306272,25.1170845031738,-0.0433596506714811,15.4554748535156
HRD,DW,2009,3,Deep,25.9,HAPA,Halichondria panicea,Halichondria panicea,15,0,165853,15132,15.5530770344247,16.4127689250527,30.9831409454346,7.98520078659058,19.914571762085
HRD,DW,2009,3,Deep,25.9,HBCO,Hydrozoa-Bryozoa complex,NA,15,0.4271200528131382,NA,NA,NA,NA,NA,NA,NA
HRD,DW,2009,3,Deep,25.9,ISS,Isodictya spp.,Isodictya deichmannae,15,0.023493103040538452,157402,80,17.8710032701492,19.603864133358,22.7443351745605,11.4613450527191,21.7799606323242
HRD,DW,2009,3,Deep,25.9,MED,Mytilus edulis,Mytilus edulis,15,6.431892219874763e-4,140480,130001,17.6659903681417,19.3869753147433,31.3118190765381,11.8775099754333,20.8240299224854
HRD,DW,2009,3,Deep,25.9,MOMD,Modiolus modiolus,Modiolus modiolus,15,0,140467,9065,15.7838209092445,16.5094526179754,31.0339279174805,10.9476022720337,21.2296786308289
HRD,DW,2009,3,Deep,25.9,MSS,Metridium senile,Metridium senile,15,0.010173222432149054,100982,11332,15.5550825943243,16.5757883271677,30.9613056182861,11.85426902771,19.8262265205383
HRD,DW,2009,3,Deep,25.9,URF,Unidentified red fleshy crust,NA,15,0.3050699898332721,NA,NA,NA,NA,NA,NA,NA
HRD,DW,2010,4,Deep,25.9,AGL,Aplidium glabrum,Aplidium glabrum,18,2.3463792016947563e-5,103647,357,14.4398533779557,16.4223903122476,29.050708770752,5.33258810043335,20.533842086792
HRD,DW,2010,4,Deep,25.9,ALS,Alcyonium siderium,Alcyonium digitatum,18,0,125333,46188,15.3421502233283,16.4871509585839,24.4132137298584,12.3421993255615,18.7468719482422
HRD,DW,2010,4,Deep,25.9,BAS,Balanus and Amphibalanus spp.,Balanus balanus,18,0,106213,5314,14.3062632502157,15.1672161724484,26.6752090454102,6.49046421051025,19.8198150634765
HRD,DW,2010,4,Deep,25.9,BOVO,Botrylloides violaceus,Botrylloides violaceus,18,0.05096284337875696,148715,3042,19.4342865574794,19.947184435472,31.1607685089111,14.4321365356445,29.0220985412598
HRD,DW,2010,4,Deep,25.9,CCAP,Crustose Coralline Algae pink,NA,18,0.06230073292347978,NA,NA,NA,NA,NA,NA,NA
HRD,DW,2010,4,Deep,25.9,DIP,Diplosoma listerianum,Diplosoma listerianum,18,0.0020550049325346255,103579,3129,17.63909772444,18.6695952263858,31.3482112884521,12.994176864624,30.1686813354492
HRD,DW,2010,4,Deep,25.9,DVE,Didemnum vexillum,Didemnum vexillum,18,0.011976796269119544,250126,772,17.065951320469,17.2458409251783,23.92702293396,15.2845598220825,22.0747852325439
HRD,DW,2010,4,Deep,25.9,ESSU,Ectopleura spp.,Ectopleura crocea,18,0,117981,1568,16.8434295890477,18.9097932073017,31.3482112884521,15.5607042312622,22.5004081726074
HRD,DW,2010,4,Deep,25.9,GRS,Gersemia rubiformis,Gersemia rubiformis,18,0.005625126470294329,156103,4103,7.30858703900341,8.55259609306272,25.1170845031738,-0.0433596506714811,15.4554748535156
HRD,DW,2010,4,Deep,25.9,HAPA,Halichondria panicea,Halichondria panicea,18,0.0020949269019075304,165853,15132,15.5530770344247,16.4127689250527,30.9831409454346,7.98520078659058,19.914571762085
HRD,DW,2010,4,Deep,25.9,HBCO,Hydrozoa-Bryozoa complex,NA,18,0.7049207052808141,NA,NA,NA,NA,NA,NA,NA
HRD,DW,2010,4,Deep,25.9,ISS,Isodictya spp.,Isodictya deichmannae,18,6.785204183756899e-6,157402,80,17.8710032701492,19.603864133358,22.7443351745605,11.4613450527191,21.7799606323242
HRD,DW,2010,4,Deep,25.9,MED,Mytilus edulis,Mytilus edulis,18,0,140480,130001,17.6659903681417,19.3869753147433,31.3118190765381,11.8775099754333,20.8240299224854
HRD,DW,2010,4,Deep,25.9,MOMD,Modiolus modiolus,Modiolus modiolus,18,0,140467,9065,15.7838209092445,16.5094526179754,31.0339279174805,10.9476022720337,21.2296786308289
HRD,DW,2010,4,Deep,25.9,MSS,Metridium senile,Metridium senile,18,0.003646177483088764,100982,11332,15.5550825943243,16.5757883271677,30.9613056182861,11.85426902771,19.8262265205383
HRD,DW,2010,4,Deep,25.9,URF,Unidentified red fleshy crust,NA,18,0.0955086854903172,NA,NA,NA,NA,NA,NA,NA
HRD,DW,2012,6,Deep,25.9,AGL,Aplidium glabrum,Aplidium glabrum,17,0,103647,357,14.4398533779557,16.4223903122476,29.050708770752,5.33258810043335,20.533842086792
