Image,class,pixels,total pixels in image
HRD/1989 HRD/Mid/images/image022.png,BACK,152464,786432
HRD/1989 HRD/Mid/images/image022.png,CCAP,53760,786432
HRD/1989 HRD/Mid/images/image022.png,DROE,4992,786432
HRD/1989 HRD/Mid/images/image022.png,FRM,16048,786432
HRD/1989 HRD/Mid/images/image022.png,GRS,14128,786432
HRD/1989 HRD/Mid/images/image022.png,HBCO,456608,786432
HRD/1989 HRD/Mid/images/image022.png,MSS,88432,786432
HRD/1989 HRD/Mid/images/image023.png,BACK,110896,786432
HRD/1989 HRD/Mid/images/image023.png,FRM,41888,786432
HRD/1989 HRD/Mid/images/image023.png,GRS,35088,786432
HRD/1989 HRD/Mid/images/image023.png,HBCO,512160,786432
HRD/1989 HRD/Mid/images/image023.png,MSS,86400,786432
HRD/1989 HRD/Mid/images/image024.png,BACK,194464,786432
HRD/1989 HRD/Mid/images/image024.png,CCAP,10224,786432
HRD/1989 HRD/Mid/images/image024.png,DROE,368,786432
HRD/1989 HRD/Mid/images/image024.png,FRM,48864,786432
HRD/1989 HRD/Mid/images/image024.png,GRS,40736,786432
HRD/1989 HRD/Mid/images/image024.png,HBCO,491776,786432
HRD/1989 HRD/Mid/images/image025.png,BACK,217840,786432
HRD/1989 HRD/Mid/images/image025.png,AGL,1168,786432
HRD/1989 HRD/Mid/images/image025.png,CCAP,152928,786432
HRD/1989 HRD/Mid/images/image025.png,DROE,10400,786432
HRD/1989 HRD/Mid/images/image025.png,ESSU,2016,786432
HRD/1989 HRD/Mid/images/image025.png,FRM,31616,786432
HRD/1989 HRD/Mid/images/image025.png,GRS,19728,786432
HRD/1989 HRD/Mid/images/image025.png,HBCO,350736,786432
HRD/1989 HRD/Mid/images/image026.png,BACK,226608,786432
HRD/1989 HRD/Mid/images/image026.png,CCAP,34944,786432
HRD/1989 HRD/Mid/images/image026.png,DROE,7696,786432
HRD/1989 HRD/Mid/images/image026.png,FRM,23248,786432
HRD/1989 HRD/Mid/images/image026.png,GRS,63296,786432
HRD/1989 HRD/Mid/images/image026.png,HBCO,415200,786432
HRD/1989 HRD/Mid/images/image026.png,MSS,12656,786432
HRD/1989 HRD/Mid/images/image026.png,URF,2784,786432
HRD/1989 HRD/Mid/images/image027.png,BACK,185584,786432
HRD/1989 HRD/Mid/images/image027.png,CCAP,21104,786432
HRD/1989 HRD/Mid/images/image027.png,DROE,7184,786432
HRD/1989 HRD/Mid/images/image027.png,FRM,31296,786432
HRD/1989 HRD/Mid/images/image027.png,GRS,65920,786432
HRD/1989 HRD/Mid/images/image027.png,HBCO,460480,786432
HRD/1989 HRD/Mid/images/image027.png,ISS,16,786432
HRD/1989 HRD/Mid/images/image027.png,MSS,9520,786432
HRD/1989 HRD/Mid/images/image027.png,URF,5328,786432
HRD/1989 HRD/Mid/images/image028.png,BACK,199344,786432
HRD/1989 HRD/Mid/images/image028.png,CCAP,25680,786432
HRD/1989 HRD/Mid/images/image028.png,DROE,38288,786432
HRD/1989 HRD/Mid/images/image028.png,FRM,56000,786432
HRD/1989 HRD/Mid/images/image028.png,GRS,78208,786432
HRD/1989 HRD/Mid/images/image028.png,HBCO,383840,786432
HRD/1989 HRD/Mid/images/image028.png,URF,5072,786432
HRD/1989 HRD/Mid/images/image029.png,BACK,130384,786432
HRD/1989 HRD/Mid/images/image029.png,DROE,29504,786432
HRD/1989 HRD/Mid/images/image029.png,FRM,57872,786432
HRD/1989 HRD/Mid/images/image029.png,GRS,127360,786432
HRD/1989 HRD/Mid/images/image029.png,HBCO,404256,786432
HRD/1989 HRD/Mid/images/image029.png,MSS,35312,786432
HRD/1989 HRD/Mid/images/image029.png,URF,1744,786432
HRD/1989 HRD/Mid/images/image030.png,BACK,167808,786432
HRD/1989 HRD/Mid/images/image030.png,CCAP,1184,786432
HRD/1989 HRD/Mid/images/image030.png,DROE,5520,786432
HRD/1989 HRD/Mid/images/image030.png,FRM,56656,786432
HRD/1989 HRD/Mid/images/image030.png,GRS,5360,786432
HRD/1989 HRD/Mid/images/image030.png,HBCO,507264,786432
HRD/1989 HRD/Mid/images/image030.png,MSS,42640,786432
HRD/1989 HRD/Mid/images/image031.png,BACK,273120,786432
HRD/1989 HRD/Mid/images/image031.png,CCAP,173472,786432
HRD/1989 HRD/Mid/images/image031.png,DROE,34160,786432
HRD/1989 HRD/Mid/images/image031.png,FRM,63392,786432
HRD/1989 HRD/Mid/images/image031.png,GRS,16144,786432
HRD/1989 HRD/Mid/images/image031.png,HBCO,210704,786432
HRD/1989 HRD/Mid/images/image031.png,MSS,15312,786432
HRD/1989 HRD/Mid/images/image031.png,URF,128,786432
HRD/1989 HRD/Mid/images/image032.png,BACK,215664,786432
HRD/1989 HRD/Mid/images/image032.png,CCAP,41584,786432
HRD/1989 HRD/Mid/images/image032.png,FRM,25056,786432
HRD/1989 HRD/Mid/images/image032.png,GRS,93952,786432
HRD/1989 HRD/Mid/images/image032.png,HBCO,406336,786432
HRD/1989 HRD/Mid/images/image032.png,MSS,1376,786432
HRD/1989 HRD/Mid/images/image032.png,URF,2464,786432
HRD/1989 HRD/Mid/images/image033.png,BACK,168288,786432
HRD/1989 HRD/Mid/images/image033.png,CCAP,38864,786432
HRD/1989 HRD/Mid/images/image033.png,DROE,3584,786432
HRD/1989 HRD/Mid/images/image033.png,FRM,92224,786432
HRD/1989 HRD/Mid/images/image033.png,GRS,126848,786432
HRD/1989 HRD/Mid/images/image033.png,HBCO,349328,786432
HRD/1989 HRD/Mid/images/image033.png,MSS,3024,786432
HRD/1989 HRD/Mid/images/image033.png,URF,4272,786432
HRD/1989 HRD/Mid/images/image034.png,BACK,323792,786432
HRD/1989 HRD/Mid/images/image034.png,AGL,256,786432
HRD/1989 HRD/Mid/images/image034.png,CCAP,98560,786432
HRD/1989 HRD/Mid/images/image034.png,DROE,17552,786432
HRD/1989 HRD/Mid/images/image034.png,FRM,69520,786432
HRD/1989 HRD/Mid/images/image034.png,GRS,22208,786432
HRD/1989 HRD/Mid/images/image034.png,HBCO,173472,786432
HRD/1989 HRD/Mid/images/image034.png,MED,9344,786432
HRD/1989 HRD/Mid/images/image034.png,MSS,11136,786432
HRD/1989 HRD/Mid/images/image034.png,URF,60592,786432
HRD/1989 HRD/Mid/images/image035.png,BACK,279200,786432
HRD/1989 HRD/Mid/images/image035.png,BAS,8528,786432
HRD/1989 HRD/Mid/images/image035.png,CCAP,301584,786432
HRD/1989 HRD/Mid/images/image035.png,DROE,10256,786432
HRD/1989 HRD/Mid/images/image035.png,FRM,45808,786432
HRD/1989 HRD/Mid/images/image035.png,GRS,1280,786432
HRD/1989 HRD/Mid/images/image035.png,HBCO,38928,786432
HRD/1989 HRD/Mid/images/image035.png,MSS,16000,786432
HRD/1989 HRD/Mid/images/image035.png,URF,84848,786432
HRD/1991 HRD/Deep/images/image001.png,BACK,184160,786432
HRD/1991 HRD/Deep/images/image001.png,CCAP,9936,786432
HRD/1991 HRD/Deep/images/image001.png,DROE,144192,786432
HRD/1991 HRD/Deep/images/image001.png,FRM,34208,786432
HRD/1991 HRD/Deep/images/image001.png,GRS,142992,786432
HRD/1991 HRD/Deep/images/image001.png,HBCO,253456,786432
HRD/1991 HRD/Deep/images/image001.png,ISS,2624,786432
HRD/1991 HRD/Deep/images/image001.png,MSS,14864,786432
HRD/1991 HRD/Deep/images/image002.png,BACK,210464,786432
HRD/1991 HRD/Deep/images/image002.png,BOVO,1040,786432
HRD/1991 HRD/Deep/images/image002.png,CCAP,31840,786432
HRD/1991 HRD/Deep/images/image002.png,DROE,162928,786432
HRD/1991 HRD/Deep/images/image002.png,FRM,42080,786432
HRD/1991 HRD/Deep/images/image002.png,GRS,156832,786432
HRD/1991 HRD/Deep/images/image002.png,HBCO,167904,786432
HRD/1991 HRD/Deep/images/image002.png,ISS,2272,786432
HRD/1991 HRD/Deep/images/image002.png,MED,112,786432
HRD/1991 HRD/Deep/images/image002.png,MSS,10960,786432
HRD/1991 HRD/Deep/images/image003.png,BACK,238560,786432
HRD/1991 HRD/Deep/images/image003.png,CCAP,15472,786432
HRD/1991 HRD/Deep/images/image003.png,DROE,122704,786432
HRD/1991 HRD/Deep/images/image003.png,FRM,33216,786432
HRD/1991 HRD/Deep/images/image003.png,GRS,104320,786432
HRD/1991 HRD/Deep/images/image003.png,HBCO,157184,786432
HRD/1991 HRD/Deep/images/image003.png,ISS,1456,786432
HRD/1991 HRD/Deep/images/image003.png,MSS,94048,786432
HRD/1991 HRD/Deep/images/image003.png,URF,19472,786432
HRD/1991 HRD/Deep/images/image004.png,BACK,303728,786432
HRD/1991 HRD/Deep/images/image004.png,BAS,496,786432
HRD/1991 HRD/Deep/images/image004.png,CCAP,25776,786432
HRD/1991 HRD/Deep/images/image004.png,DROE,47920,786432
HRD/1991 HRD/Deep/images/image004.png,FRM,30544,786432
HRD/1991 HRD/Deep/images/image004.png,GRS,8000,786432
HRD/1991 HRD/Deep/images/image004.png,HBCO,201344,786432
HRD/1991 HRD/Deep/images/image004.png,ISS,3600,786432
HRD/1991 HRD/Deep/images/image004.png,MSS,99856,786432
HRD/1991 HRD/Deep/images/image004.png,URF,65168,786432
HRD/1991 HRD/Deep/images/image005.png,BACK,282384,786432
HRD/1991 HRD/Deep/images/image005.png,AST,2352,786432
HRD/1991 HRD/Deep/images/image005.png,BOVO,224,786432
HRD/1991 HRD/Deep/images/image005.png,CCAP,54544,786432
HRD/1991 HRD/Deep/images/image005.png,DROE,123776,786432
HRD/1991 HRD/Deep/images/image005.png,FRM,20352,786432
HRD/1991 HRD/Deep/images/image005.png,GRS,6720,786432
HRD/1991 HRD/Deep/images/image005.png,HBCO,84640,786432
HRD/1991 HRD/Deep/images/image005.png,ISS,1104,786432
HRD/1991 HRD/Deep/images/image005.png,MSS,23440,786432
HRD/1991 HRD/Deep/images/image005.png,URF,186896,786432
HRD/1991 HRD/Deep/images/image006.png,BACK,248928,786432
HRD/1991 HRD/Deep/images/image006.png,AST,13264,786432
HRD/1991 HRD/Deep/images/image006.png,CCAP,299888,786432
HRD/1991 HRD/Deep/images/image006.png,DROE,71472,786432
HRD/1991 HRD/Deep/images/image006.png,FRM,44928,786432
HRD/1991 HRD/Deep/images/image006.png,GRS,72832,786432
HRD/1991 HRD/Deep/images/image006.png,HBCO,12480,786432
HRD/1991 HRD/Deep/images/image006.png,MED,12000,786432
HRD/1991 HRD/Deep/images/image006.png,MSS,10576,786432
HRD/1991 HRD/Deep/images/image006.png,URF,64,786432
HRD/1991 HRD/Deep/images/image007.png,BACK,311200,786432
HRD/1991 HRD/Deep/images/image007.png,AST,11888,786432
HRD/1991 HRD/Deep/images/image007.png,CCAP,253616,786432
HRD/1991 HRD/Deep/images/image007.png,DROE,67488,786432
HRD/1991 HRD/Deep/images/image007.png,FRM,21952,786432
HRD/1991 HRD/Deep/images/image007.png,GRS,36576,786432
HRD/1991 HRD/Deep/images/image007.png,HBCO,38640,786432
HRD/1991 HRD/Deep/images/image007.png,ISS,1152,786432
HRD/1991 HRD/Deep/images/image007.png,MED,27360,786432
HRD/1991 HRD/Deep/images/image007.png,MSS,1648,786432
HRD/1991 HRD/Deep/images/image007.png,URF,14912,786432
HRD/1991 HRD/Deep/images/image008.png,BACK,282944,786432
HRD/1991 HRD/Deep/images/image008.png,AST,5264,786432
HRD/1991 HRD/Deep/images/image008.png,CCAP,3312,786432
HRD/1991 HRD/Deep/images/image008.png,DROE,50992,786432
HRD/1991 HRD/Deep/images/image008.png,FRM,14208,786432
HRD/1991 HRD/Deep/images/image008.png,GRS,73856,786432
HRD/1991 HRD/Deep/images/image008.png,HBCO,195200,786432
HRD/1991 HRD/Deep/images/image008.png,MSS,118080,786432
HRD/1991 HRD/Deep/images/image008.png,URF,42576,786432
HRD/1991 HRD/Deep/images/image009.png,BACK,224016,786432
HRD/1991 HRD/Deep/images/image009.png,BOVO,320,786432
HRD/1991 HRD/Deep/images/image009.png,CCAP,17376,786432
HRD/1991 HRD/Deep/images/image009.png,DROE,11248,786432
HRD/1991 HRD/Deep/images/image009.png,FRM,32592,786432
HRD/1991 HRD/Deep/images/image009.png,GRS,14288,786432
HRD/1991 HRD/Deep/images/image009.png,HBCO,277392,786432
HRD/1991 HRD/Deep/images/image009.png,ISS,3584,786432
HRD/1991 HRD/Deep/images/image009.png,MSS,149424,786432
HRD/1991 HRD/Deep/images/image009.png,URF,56192,786432
HRD/1991 HRD/Deep/images/image010.png,BACK,278048,786432
HRD/1991 HRD/Deep/images/image010.png,BAS,352,786432
HRD/1991 HRD/Deep/images/image010.png,CCAP,111200,786432
HRD/1991 HRD/Deep/images/image010.png,DROE,150064,786432
HRD/1991 HRD/Deep/images/image010.png,FRM,20464,786432
HRD/1991 HRD/Deep/images/image010.png,GRS,59120,786432
HRD/1991 HRD/Deep/images/image010.png,HBCO,108416,786432
HRD/1991 HRD/Deep/images/image010.png,ISS,1440,786432
HRD/1991 HRD/Deep/images/image010.png,MSS,44848,786432
HRD/1991 HRD/Deep/images/image010.png,URF,12480,786432
HRD/1991 HRD/Deep/images/image011.png,BACK,310800,786432
HRD/1991 HRD/Deep/images/image011.png,AST,4320,786432
HRD/1991 HRD/Deep/images/image011.png,BOVO,304,786432
HRD/1991 HRD/Deep/images/image011.png,CCAP,80944,786432
HRD/1991 HRD/Deep/images/image011.png,DROE,101504,786432
HRD/1991 HRD/Deep/images/image011.png,FRM,23984,786432
HRD/1991 HRD/Deep/images/image011.png,GRS,25584,786432
HRD/1991 HRD/Deep/images/image011.png,HBCO,27504,786432
HRD/1991 HRD/Deep/images/image011.png,MED,14608,786432
HRD/1991 HRD/Deep/images/image011.png,MSS,26128,786432
HRD/1991 HRD/Deep/images/image011.png,URF,170752,786432
HRD/1991 HRD/Deep/images/image012.png,BACK,200496,786432
HRD/1991 HRD/Deep/images/image012.png,CCAP,231120,786432
HRD/1991 HRD/Deep/images/image012.png,DROE,20224,786432
HRD/1991 HRD/Deep/images/image012.png,FRM,41632,786432
HRD/1991 HRD/Deep/images/image012.png,GRS,134544,786432
HRD/1991 HRD/Deep/images/image012.png,HBCO,151024,786432
HRD/1991 HRD/Deep/images/image012.png,ISS,7392,786432
HRD/1991 HRD/Deep/images/image013.png,BACK,216528,786432
HRD/1991 HRD/Deep/images/image013.png,CCAP,167616,786432
HRD/1991 HRD/Deep/images/image013.png,DROE,66144,786432
HRD/1991 HRD/Deep/images/image013.png,FRM,53568,786432
HRD/1991 HRD/Deep/images/image013.png,GRS,194752,786432
HRD/1991 HRD/Deep/images/image013.png,HBCO,80256,786432
HRD/1991 HRD/Deep/images/image013.png,ISS,128,786432
HRD/1991 HRD/Deep/images/image013.png,MSS,5392,786432
HRD/1991 HRD/Deep/images/image013.png,URF,2048,786432
HRD/1991 HRD/Deep/images/image014.png,BACK,181328,786432
HRD/1991 HRD/Deep/images/image014.png,CCAP,111136,786432
HRD/1991 HRD/Deep/images/image014.png,DROE,40288,786432
HRD/1991 HRD/Deep/images/image014.png,FRM,32080,786432
HRD/1991 HRD/Deep/images/image014.png,GRS,195136,786432
HRD/1991 HRD/Deep/images/image014.png,HBCO,198704,786432
HRD/1991 HRD/Deep/images/image014.png,ISS,336,786432
HRD/1991 HRD/Deep/images/image014.png,MSS,27424,786432
HRD/1991 HRD/Deep/images/image015.png,BACK,180512,786432
HRD/1991 HRD/Deep/images/image015.png,CCAP,14080,786432
HRD/1991 HRD/Deep/images/image015.png,DROE,22832,786432
HRD/1991 HRD/Deep/images/image015.png,FRM,17328,786432
HRD/1991 HRD/Deep/images/image015.png,GRS,274224,786432
HRD/1991 HRD/Deep/images/image015.png,HBCO,219264,786432
HRD/1991 HRD/Deep/images/image015.png,MED,2688,786432
HRD/1991 HRD/Deep/images/image015.png,MSS,43568,786432
HRD/1991 HRD/Deep/images/image015.png,URF,11936,786432
HRD/1991 HRD/Deep/images/image016.png,BACK,103248,786432
HRD/1991 HRD/Deep/images/image016.png,CCAP,35360,786432
HRD/1991 HRD/Deep/images/image016.png,DROE,20336,786432
HRD/1991 HRD/Deep/images/image016.png,FRM,43184,786432
HRD/1991 HRD/Deep/images/image016.png,GRS,251392,786432
HRD/1991 HRD/Deep/images/image016.png,HBCO,325376,786432
HRD/1991 HRD/Deep/images/image016.png,MED,7536,786432
HRD/1991 HRD/Deep/images/image017.png,BACK,135360,786432
HRD/1991 HRD/Deep/images/image017.png,BOVO,3920,786432
HRD/1991 HRD/Deep/images/image017.png,CCAP,24160,786432
HRD/1991 HRD/Deep/images/image017.png,DROE,4960,786432
HRD/1991 HRD/Deep/images/image017.png,FRM,53344,786432
HRD/1991 HRD/Deep/images/image017.png,GRS,154352,786432
HRD/1991 HRD/Deep/images/image017.png,HBCO,376720,786432
HRD/1991 HRD/Deep/images/image017.png,ISS,800,786432
HRD/1991 HRD/Deep/images/image017.png,MED,2944,786432
HRD/1991 HRD/Deep/images/image017.png,MSS,29872,786432
HRD/1991 HRD/Deep/images/image026.png,BACK,174240,786432
HRD/1991 HRD/Deep/images/image026.png,BOVO,848,786432
HRD/1991 HRD/Deep/images/image026.png,CCAP,28288,786432
HRD/1991 HRD/Deep/images/image026.png,FRM,22032,786432
HRD/1991 HRD/Deep/images/image026.png,GRS,178864,786432
HRD/1991 HRD/Deep/images/image026.png,HBCO,358784,786432
HRD/1991 HRD/Deep/images/image026.png,ISS,13952,786432
HRD/1991 HRD/Deep/images/image026.png,MED,1808,786432
HRD/1991 HRD/Deep/images/image026.png,MSS,7616,786432
HRD/1991 HRD/Deep/images/image027.png,BACK,110576,786432
HRD/1991 HRD/Deep/images/image027.png,CCAP,22896,786432
HRD/1991 HRD/Deep/images/image027.png,DROE,5728,786432
HRD/1991 HRD/Deep/images/image027.png,FRM,20576,786432
HRD/1991 HRD/Deep/images/image027.png,GRS,215856,786432
HRD/1991 HRD/Deep/images/image027.png,HBCO,399296,786432
HRD/1991 HRD/Deep/images/image027.png,MED,4256,786432
HRD/1991 HRD/Deep/images/image027.png,MSS,7248,786432
HRD/1991 HRD/Deep/images/image028.png,BACK,138368,786432
HRD/1991 HRD/Deep/images/image028.png,BOVO,8192,786432
HRD/1991 HRD/Deep/images/image028.png,CCAP,30912,786432
HRD/1991 HRD/Deep/images/image028.png,DROE,24128,786432
HRD/1991 HRD/Deep/images/image028.png,FRM,32112,786432
HRD/1991 HRD/Deep/images/image028.png,GRS,187648,786432
HRD/1991 HRD/Deep/images/image028.png,HBCO,326048,786432
HRD/1991 HRD/Deep/images/image028.png,ISS,208,786432
HRD/1991 HRD/Deep/images/image028.png,MSS,21344,786432
HRD/1991 HRD/Deep/images/image028.png,URF,17472,786432
HRD/1991 HRD/Deep/images/image029.png,BACK,160640,786432
HRD/1991 HRD/Deep/images/image029.png,CCAP,56784,786432
HRD/1991 HRD/Deep/images/image029.png,DROE,9808,786432
HRD/1991 HRD/Deep/images/image029.png,FRM,41792,786432
HRD/1991 HRD/Deep/images/image029.png,GRS,189920,786432
HRD/1991 HRD/Deep/images/image029.png,HBCO,296784,786432
HRD/1991 HRD/Deep/images/image029.png,ISS,1216,786432
HRD/1991 HRD/Deep/images/image029.png,MSS,16704,786432
HRD/1991 HRD/Deep/images/image029.png,URF,12784,786432
HRD/1991 HRD/Deep/images/image030.png,BACK,155376,786432
HRD/1991 HRD/Deep/images/image030.png,CCAP,15104,786432
HRD/1991 HRD/Deep/images/image030.png,FRM,22784,786432
HRD/1991 HRD/Deep/images/image030.png,GRS,235520,786432
HRD/1991 HRD/Deep/images/image030.png,HBCO,336336,786432
HRD/1991 HRD/Deep/images/image030.png,MSS,20032,786432
HRD/1991 HRD/Deep/images/image030.png,URF,1280,786432
HRD/1991 HRD/Deep/images/image031.png,BACK,227568,786432
HRD/1991 HRD/Deep/images/image031.png,CCAP,215808,786432
HRD/1991 HRD/Deep/images/image031.png,DROE,6416,786432
HRD/1991 HRD/Deep/images/image031.png,FRM,29824,786432
HRD/1991 HRD/Deep/images/image031.png,GRS,89520,786432
HRD/1991 HRD/Deep/images/image031.png,HBCO,206272,786432
HRD/1991 HRD/Deep/images/image031.png,ISS,400,786432
HRD/1991 HRD/Deep/images/image031.png,MSS,10624,786432
HRD/1991 HRD/Deep/images/image032.png,BACK,172576,786432
HRD/1991 HRD/Deep/images/image032.png,CCAP,173312,786432
HRD/1991 HRD/Deep/images/image032.png,DROE,38032,786432
HRD/1991 HRD/Deep/images/image032.png,FRM,18704,786432
HRD/1991 HRD/Deep/images/image032.png,GRS,117744,786432
HRD/1991 HRD/Deep/images/image032.png,HBCO,222912,786432
HRD/1991 HRD/Deep/images/image032.png,MSS,29216,786432
HRD/1991 HRD/Deep/images/image032.png,URF,13936,786432
HRD/1991 HRD/Deep/images/image033.png,BACK,138880,786432
HRD/1991 HRD/Deep/images/image033.png,CCAP,84896,786432
HRD/1991 HRD/Deep/images/image033.png,DROE,18960,786432
HRD/1991 HRD/Deep/images/image033.png,FRM,18464,786432
HRD/1991 HRD/Deep/images/image033.png,GRS,196640,786432
HRD/1991 HRD/Deep/images/image033.png,HBCO,324720,786432
HRD/1991 HRD/Deep/images/image033.png,URF,3872,786432
HRD/1991 HRD/Deep/images/image034.png,BACK,146688,786432
HRD/1991 HRD/Deep/images/image034.png,CCAP,88640,786432
HRD/1991 HRD/Deep/images/image034.png,FRM,20608,786432
HRD/1991 HRD/Deep/images/image034.png,GRS,197024,786432
HRD/1991 HRD/Deep/images/image034.png,HBCO,266032,786432
HRD/1991 HRD/Deep/images/image034.png,URF,67440,786432
HRD/1991 HRD/Deep/images/image035.png,BACK,255760,786432
HRD/1991 HRD/Deep/images/image035.png,CCAP,243296,786432
HRD/1991 HRD/Deep/images/image035.png,DROE,65328,786432
HRD/1991 HRD/Deep/images/image035.png,FRM,30880,786432
HRD/1991 HRD/Deep/images/image035.png,GRS,97088,786432
HRD/1991 HRD/Deep/images/image035.png,HBCO,54336,786432
HRD/1991 HRD/Deep/images/image035.png,MSS,32400,786432
HRD/1991 HRD/Deep/images/image035.png,URF,7344,786432
HRD/1991 HRD/Deep/images/image036.png,BACK,252672,786432
HRD/1991 HRD/Deep/images/image036.png,BAS,32,786432
HRD/1991 HRD/Deep/images/image036.png,CCAP,54432,786432
HRD/1991 HRD/Deep/images/image036.png,DROE,79888,786432
HRD/1991 HRD/Deep/images/image036.png,FRM,20672,786432
HRD/1991 HRD/Deep/images/image036.png,GRS,124592,786432
HRD/1991 HRD/Deep/images/image036.png,HBCO,248784,786432
HRD/1991 HRD/Deep/images/image036.png,MSS,5152,786432
HRD/1991 HRD/Deep/images/image036.png,URF,208,786432
HRD/1991 HRD/Deep/images/image037.png,BACK,329104,786432
HRD/1991 HRD/Deep/images/image037.png,DROE,5472,786432
HRD/1991 HRD/Deep/images/image037.png,FRM,23072,786432
HRD/1991 HRD/Deep/images/image037.png,GRS,80192,786432
HRD/1991 HRD/Deep/images/image037.png,HBCO,74288,786432
HRD/1991 HRD/Deep/images/image037.png,MSS,219760,786432
HRD/1991 HRD/Deep/images/image037.png,URF,54544,786432
HRD/1991 HRD/Mid/images/image018.png,BACK,161136,786432
HRD/1991 HRD/Mid/images/image018.png,BOVO,1200,786432
HRD/1991 HRD/Mid/images/image018.png,CCAP,11760,786432
HRD/1991 HRD/Mid/images/image018.png,FRM,18768,786432
HRD/1991 HRD/Mid/images/image018.png,GRS,100336,786432
HRD/1991 HRD/Mid/images/image018.png,HBCO,390720,786432
HRD/1991 HRD/Mid/images/image018.png,ISS,3696,786432
HRD/1991 HRD/Mid/images/image018.png,MSS,88480,786432
HRD/1991 HRD/Mid/images/image018.png,URF,10336,786432
