Image,class,pixels_predicted,pixels_expanded,total pixels in image
2009_HRI/Mid/HRI082009WA2AB-115F.png,CCAP,616784,589092,786432
2009_HRI/Mid/HRI082009WA2AB-115F.png,ESSU,26848,23911,786432
2009_HRI/Mid/HRI082009WA2AB-115F.png,FRM,79840,65988,786432
2009_HRI/Mid/HRI082009WA3AB-116F.png,BACK,57776,75939,786432
2009_HRI/Mid/HRI082009WA3AB-116F.png,CCAP,645760,661750,786432
2009_HRI/Mid/HRI082009WA3AB-116F.png,FRM,17520,14850,786432
2009_HRI/Mid/HRI082009WA3AB-116F.png,HBCO,64112,27930,786432
2009_HRI/Mid/HRI082009WA3AB-116F.png,ISS,1264,426,786432
2009_HRI/Mid/HRI082009WA4AB-118F.png,BACK,27568,97072,786432
2009_HRI/Mid/HRI082009WA4AB-118F.png,CCAP,675600,653616,786432
2009_HRI/Mid/HRI082009WA4AB-118F.png,FRM,30960,22923,786432
2009_HRI/Mid/HRI082009WA4AB-118F.png,HBCO,52304,5805,786432
2009_HRI/Shallow/HRI082009VS1AB-135F.png,BACK,22896,55949,786432
2009_HRI/Shallow/HRI082009VS1AB-135F.png,CCAP,290560,289424,786432
2009_HRI/Shallow/HRI082009VS1AB-135F.png,DIP,33536,30545,786432
2009_HRI/Shallow/HRI082009VS1AB-135F.png,DROE,40560,25223,786432
2009_HRI/Shallow/HRI082009VS1AB-135F.png,ESSU,277744,260319,786432
2009_HRI/Shallow/HRI082009VS1AB-135F.png,FRM,15408,15484,786432
2009_HRI/Shallow/HRI082009VS1AB-135F.png,HAPA,105728,108595,786432
2009_HRI/Shallow/HRI082009VS2AB-136F.png,BACK,22496,68417,786432
2009_HRI/Shallow/HRI082009VS2AB-136F.png,CCAP,326624,281480,786432
2009_HRI/Shallow/HRI082009VS2AB-136F.png,DIP,174640,138121,786432
2009_HRI/Shallow/HRI082009VS2AB-136F.png,DROE,26336,25251,786432
2009_HRI/Shallow/HRI082009VS2AB-136F.png,ESSU,210768,189505,786432
2009_HRI/Shallow/HRI082009VS2AB-136F.png,FRM,18640,22880,786432
2009_HRI/Shallow/HRI082009VS2AB-136F.png,HBCO,6928,46214,786432
2009_HRI/Shallow/HRI082009VS3AB-138F.png,BACK,41808,63122,786432
2009_HRI/Shallow/HRI082009VS3AB-138F.png,CCAP,237568,235715,786432
2009_HRI/Shallow/HRI082009VS3AB-138F.png,DIP,171568,129338,786432
2009_HRI/Shallow/HRI082009VS3AB-138F.png,ESSU,300944,259261,786432
2009_HRI/Shallow/HRI082009VS3AB-138F.png,FRM,15728,17990,786432
2009_HRI/Shallow/HRI082009VS3AB-138F.png,HAPA,18816,40777,786432
2009_HRI/Shallow/HRI082009VS4AB-132F.png,BACK,63920,75877,786432
2009_HRI/Shallow/HRI082009VS4AB-132F.png,AST,22000,35054,786432
2009_HRI/Shallow/HRI082009VS4AB-132F.png,CCAP,173232,144771,786432
2009_HRI/Shallow/HRI082009VS4AB-132F.png,DROE,133376,106721,786432
2009_HRI/Shallow/HRI082009VS4AB-132F.png,ESSU,187872,201711,786432
2009_HRI/Shallow/HRI082009VS4AB-132F.png,FRM,20656,19806,786432
2009_HRI/Shallow/HRI082009VS4AB-132F.png,HAPA,160528,155306,786432
2009_HRI/Shallow/HRI082009VS4AB-132F.png,URF,24848,34158,786432
2009_HRI/Shallow/HRI082009VS5AB-139F.png,BACK,17552,54698,786432
2009_HRI/Shallow/HRI082009VS5AB-139F.png,CCAP,269776,258800,786432
2009_HRI/Shallow/HRI082009VS5AB-139F.png,ESSU,430592,366064,786432
2009_HRI/Shallow/HRI082009VS5AB-139F.png,FRM,2768,4172,786432
2009_HRI/Shallow/HRI082009VS5AB-139F.png,HBCO,5696,45591,786432
2009_HRI/Shallow/HRI082009VS5AB-139F.png,MSS,60048,52785,786432
2009_HRI/Shallow/HRI082009VS5AB-140F.png,BACK,18880,127309,786432
2009_HRI/Shallow/HRI082009VS5AB-140F.png,CCAP,210480,153262,786432
2009_HRI/Shallow/HRI082009VS5AB-140F.png,DIP,246048,215203,786432
2009_HRI/Shallow/HRI082009VS5AB-140F.png,DROE,62656,54031,786432
2009_HRI/Shallow/HRI082009VS5AB-140F.png,ESSU,225936,204305,786432
2009_HRI/Shallow/HRI082009VS5AB-140F.png,FRM,15200,20799,786432
2009_HRI/Shallow/HRI082009VS5AB-140F.png,HBCO,7232,10966,786432
2009_HRI/Shallow/HRI082009VS6AB-133F.png,BACK,22976,97653,786432
2009_HRI/Shallow/HRI082009VS6AB-133F.png,CCAP,7104,25333,786432
2009_HRI/Shallow/HRI082009VS6AB-133F.png,DROE,90624,88895,786432
2009_HRI/Shallow/HRI082009VS6AB-133F.png,ESSU,434544,358029,786432
2009_HRI/Shallow/HRI082009VS6AB-133F.png,FRM,17568,14121,786432
2009_HRI/Shallow/HRI082009VS6AB-133F.png,ISS,3008,11986,786432
2009_HRI/Shallow/HRI082009VS6AB-133F.png,MSS,83824,74714,786432
2009_HRI/Shallow/HRI082009VS6AB-133F.png,URF,126784,102328,786432
2009_HRI/Shallow/HRI082009VS7AB-134F.png,BACK,3456,44862,786432
2009_HRI/Shallow/HRI082009VS7AB-134F.png,CCAP,4176,14006,786432
2009_HRI/Shallow/HRI082009VS7AB-134F.png,ESSU,662816,597142,786432
2009_HRI/Shallow/HRI082009VS7AB-134F.png,FRM,10128,14098,786432
2009_HRI/Shallow/HRI082009VS7AB-134F.png,MSS,105856,101313,786432
2009_HRI/Shallow/HRI082009VS8AB-137F.png,BACK,31232,44151,786432
2009_HRI/Shallow/HRI082009VS8AB-137F.png,CCAP,409920,361540,786432
2009_HRI/Shallow/HRI082009VS8AB-137F.png,ESSU,235184,237380,786432
2009_HRI/Shallow/HRI082009VS8AB-137F.png,FRM,8016,15474,786432
2009_HRI/Shallow/HRI082009VS8AB-137F.png,HBCO,1056,22252,786432
2009_HRI/Shallow/HRI082009VS8AB-137F.png,MSS,101024,79761,786432
2009_HRI/Shallow/HRI082009VS9AB-142F.png,BACK,7904,59331,786432
2009_HRI/Shallow/HRI082009VS9AB-142F.png,CCAP,2864,16567,786432
2009_HRI/Shallow/HRI082009VS9AB-142F.png,ESSU,525504,403018,786432
2009_HRI/Shallow/HRI082009VS9AB-142F.png,FRM,22912,25843,786432
2009_HRI/Shallow/HRI082009VS9AB-142F.png,HBCO,416,52043,786432
2009_HRI/Shallow/HRI082009VS9AB-142F.png,MSS,226832,204857,786432
2009_HRI/Shallow/HRI082009VSextra-141F.png,BACK,62768,51018,786432
2009_HRI/Shallow/HRI082009VSextra-141F.png,CCAP,232768,230047,786432
2009_HRI/Shallow/HRI082009VSextra-141F.png,DROE,2192,7230,786432
2009_HRI/Shallow/HRI082009VSextra-141F.png,ESSU,274320,279494,786432
2009_HRI/Shallow/HRI082009VSextra-141F.png,FRM,21872,18998,786432
2009_HRI/Shallow/HRI082009VSextra-141F.png,MSS,192512,199645,786432
2009_HRO/Mid/HRO082009VDL5AB-165F.png,BACK,174544,88244,786432
2009_HRO/Mid/HRO082009VDL5AB-165F.png,CCAP,1440,10096,786432
2009_HRO/Mid/HRO082009VDL5AB-165F.png,ESSU,3184,8342,786432
2009_HRO/Mid/HRO082009VDL5AB-165F.png,FRM,19472,18718,786432
2009_HRO/Mid/HRO082009VDL5AB-165F.png,HBCO,480608,484465,786432
2009_HRO/Mid/HRO082009VDL5AB-165F.png,ISS,88880,71128,786432
2009_HRO/Mid/HRO082009VDL5AB-165F.png,URF,18304,83749,786432
2009_HRO/Mid/HRO082009VDL6AB-166F.png,BACK,111600,181520,786432
2009_HRO/Mid/HRO082009VDL6AB-166F.png,CCAP,329536,273755,786432
2009_HRO/Mid/HRO082009VDL6AB-166F.png,ESSU,98000,85702,786432
2009_HRO/Mid/HRO082009VDL6AB-166F.png,FRM,17328,17478,786432
2009_HRO/Mid/HRO082009VDL6AB-166F.png,HBCO,90896,95759,786432
2009_HRO/Mid/HRO082009VDL6AB-166F.png,ISS,80384,67122,786432
2009_HRO/Mid/HRO082009VDL6AB-166F.png,URF,58688,40012,786432
2009_HRO/Mid/HRO082009VDL7AB-167F.png,BACK,113360,255721,786432
2009_HRO/Mid/HRO082009VDL7AB-167F.png,AST,1408,9169,786432
2009_HRO/Mid/HRO082009VDL7AB-167F.png,CCAP,8144,34797,786432
2009_HRO/Mid/HRO082009VDL7AB-167F.png,ESSU,48480,88770,786432
2009_HRO/Mid/HRO082009VDL7AB-167F.png,FRM,14768,13615,786432
2009_HRO/Mid/HRO082009VDL7AB-167F.png,HBCO,314256,211544,786432
2009_HRO/Mid/HRO082009VDL7AB-167F.png,ISS,180496,76393,786432
2009_HRO/Mid/HRO082009VDL7AB-167F.png,URF,105520,76809,786432
2009_HRO/Mid/HRO082009VDL8AB-168F.png,BACK,285088,145505,786432
2009_HRO/Mid/HRO082009VDL8AB-168F.png,CCAP,100240,10230,786432
2009_HRO/Mid/HRO082009VDL8AB-168F.png,ESSU,60224,135267,786432
2009_HRO/Mid/HRO082009VDL8AB-168F.png,FRM,17744,18779,786432
2009_HRO/Mid/HRO082009VDL8AB-168F.png,HBCO,236944,332917,786432
2009_HRO/Mid/HRO082009VDL8AB-168F.png,ISS,21440,30613,786432
2009_HRO/Mid/HRO082009VDL8AB-168F.png,URF,64752,112017,786432
2009_HRO/Mid/HRO082009VDR1AB-160F.png,BACK,115216,285176,786432
2009_HRO/Mid/HRO082009VDR1AB-160F.png,FRM,21616,22825,786432
2009_HRO/Mid/HRO082009VDR1AB-160F.png,HBCO,582736,309172,786432
2009_HRO/Mid/HRO082009VDR1AB-160F.png,ISS,65792,77214,786432
2009_HRO/Mid/HRO082009VDR1AB-160F.png,MED,1008,0,786432
2009_HRO/Mid/HRO082009VDR1AB-160F.png,URF,64,82581,786432
2009_HRO/Mid/HRO082009VDR2AB-161F.png,BACK,256288,286025,786432
2009_HRO/Mid/HRO082009VDR2AB-161F.png,FRM,74224,56831,786432
2009_HRO/Mid/HRO082009VDR2AB-161F.png,HBCO,182128,222533,786432
2009_HRO/Mid/HRO082009VDR2AB-161F.png,ISS,97728,87362,786432
2009_HRO/Mid/HRO082009VDR2AB-161F.png,URF,176064,101696,786432
2009_HRO/Mid/HRO082009VDR3AB-162F.png,BACK,266064,291205,786432
2009_HRO/Mid/HRO082009VDR3AB-162F.png,AGL,3232,12859,786432
2009_HRO/Mid/HRO082009VDR3AB-162F.png,FRM,15552,16145,786432
2009_HRO/Mid/HRO082009VDR3AB-162F.png,HBCO,260592,245180,786432
2009_HRO/Mid/HRO082009VDR3AB-162F.png,ISS,94720,60174,786432
2009_HRO/Mid/HRO082009VDR3AB-162F.png,URF,146272,109228,786432
2009_HRO/Mid/HRO082009VDR4AB-164F.png,BACK,191216,125294,786432
2009_HRO/Mid/HRO082009VDR4AB-164F.png,CCAP,14752,51429,786432
2009_HRO/Mid/HRO082009VDR4AB-164F.png,FRM,125888,103788,786432
2009_HRO/Mid/HRO082009VDR4AB-164F.png,HBCO,335088,346365,786432
2009_HRO/Mid/HRO082009VDR4AB-164F.png,ISS,40960,64346,786432
2009_HRO/Mid/HRO082009VDR4AB-164F.png,MSS,9392,10463,786432
2009_HRO/Mid/HRO082009VDR4AB-164F.png,URF,69136,80537,786432
2009_HRO/Shallow/HRO082009VCB4AB-153F.png,BACK,33376,146029,786432
2009_HRO/Shallow/HRO082009VCB4AB-153F.png,CCAP,40192,67665,786432
2009_HRO/Shallow/HRO082009VCB4AB-153F.png,ESSU,671648,533674,786432
2009_HRO/Shallow/HRO082009VCB4AB-153F.png,FRM,13232,13013,786432
2009_HRO/Shallow/HRO082009VCB4AB-153F.png,HBCO,27984,756,786432
2009_HRO/Shallow/HRO082009VCB5AB-156F.png,BACK,36736,118744,786432
2009_HRO/Shallow/HRO082009VCB5AB-156F.png,AST,448,10,786432
2009_HRO/Shallow/HRO082009VCB5AB-156F.png,CCAP,138240,149446,786432
2009_HRO/Shallow/HRO082009VCB5AB-156F.png,DROE,54912,37042,786432
2009_HRO/Shallow/HRO082009VCB5AB-156F.png,ESSU,519568,460000,786432
2009_HRO/Shallow/HRO082009VCB5AB-156F.png,FRM,17776,16469,786432
2009_HRO/Shallow/HRO082009VCB5AB-156F.png,HBCO,18752,252,786432
2009_HRO/Shallow/HRO082009VCB6AB-159F.png,BACK,18800,58331,786432
2009_HRO/Shallow/HRO082009VCB6AB-159F.png,CCAP,361312,362276,786432
2009_HRO/Shallow/HRO082009VCB6AB-159F.png,ESSU,392688,329891,786432
2009_HRO/Shallow/HRO082009VCB6AB-159F.png,FRM,13632,14189,786432
2009_HRO/Shallow/HRO082009VCT1AB-152F.png,BACK,97888,180782,786432
2009_HRO/Shallow/HRO082009VCT1AB-152F.png,CCAP,169888,161916,786432
2009_HRO/Shallow/HRO082009VCT1AB-152F.png,DROE,54896,57585,786432
2009_HRO/Shallow/HRO082009VCT1AB-152F.png,ESSU,434432,370122,786432
2009_HRO/Shallow/HRO082009VCT1AB-152F.png,FRM,14208,13686,786432
2009_HRO/Shallow/HRO082009VCT1AB-152F.png,HBCO,15120,0,786432
2009_HRO/Shallow/HRO082009VCT2AB-155F.png,BACK,28992,122970,786432
2009_HRO/Shallow/HRO082009VCT2AB-155F.png,CCAP,440896,380562,786432
2009_HRO/Shallow/HRO082009VCT2AB-155F.png,DROE,74864,70748,786432
2009_HRO/Shallow/HRO082009VCT2AB-155F.png,ESSU,221856,183938,786432
2009_HRO/Shallow/HRO082009VCT2AB-155F.png,FRM,18304,17015,786432
2009_HRO/Shallow/HRO082009VCT2AB-155F.png,HBCO,1520,450,786432
2009_HRO/Shallow/HRO082009VCT3AB-158F.png,BACK,21856,43162,786432
2009_HRO/Shallow/HRO082009VCT3AB-158F.png,CCAP,504752,480379,786432
2009_HRO/Shallow/HRO082009VCT3AB-158F.png,ESSU,244080,244101,786432
2009_HRO/Shallow/HRO082009VCT3AB-158F.png,FRM,15408,15079,786432
2009_HRO/Shallow/HRO082009VCT3AB-158F.png,MED,336,0,786432
2009_HRO/Shallow/HRO082009VCT7AB-151F.png,BACK,26400,123319,786432
2009_HRO/Shallow/HRO082009VCT7AB-151F.png,CCAP,108096,80050,786432
2009_HRO/Shallow/HRO082009VCT7AB-151F.png,DROE,40224,36678,786432
2009_HRO/Shallow/HRO082009VCT7AB-151F.png,ESSU,595968,495948,786432
2009_HRO/Shallow/HRO082009VCT7AB-151F.png,FRM,15584,19002,786432
2009_HRO/Shallow/HRO082009VCT7AB-151F.png,ISS,160,4088,786432
2009_HRO/Shallow/HRO082009VCT8AB-154F.png,BACK,13440,74204,786432
2009_HRO/Shallow/HRO082009VCT8AB-154F.png,CCAP,298320,253199,786432
2009_HRO/Shallow/HRO082009VCT8AB-154F.png,DROE,60496,63968,786432
2009_HRO/Shallow/HRO082009VCT8AB-154F.png,ESSU,397248,370997,786432
2009_HRO/Shallow/HRO082009VCT8AB-154F.png,FRM,15648,15968,786432
2009_HRO/Shallow/HRO082009VCT8AB-154F.png,HBCO,1280,2203,786432
2009_HRO/Shallow/HRO082009VCT9AB-157F.png,BACK,38592,94539,786432
2009_HRO/Shallow/HRO082009VCT9AB-157F.png,CCAP,320368,355614,786432
2009_HRO/Shallow/HRO082009VCT9AB-157F.png,DROE,54016,43706,786432
2009_HRO/Shallow/HRO082009VCT9AB-157F.png,ESSU,357136,277213,786432
2009_HRO/Shallow/HRO082009VCT9AB-157F.png,FRM,15488,15182,786432
2009_HRO/Shallow/HRO082009VCT9AB-157F.png,HBCO,832,0,786432
2011_HRI/Mid/HRI072511VC1AB-864.png,BACK,10752,42379,786432
2011_HRI/Mid/HRI072511VC1AB-864.png,CCAP,512016,510454,786432
2011_HRI/Mid/HRI072511VC1AB-864.png,FRM,179936,128977,786432
2011_HRI/Mid/HRI072511VC1AB-864.png,HBCO,83728,97346,786432
2011_HRI/Mid/HRI072511VC2AB-865.png,BACK,22656,25873,786432
2011_HRI/Mid/HRI072511VC2AB-865.png,CCAP,524944,542626,786432
2011_HRI/Mid/HRI072511VC2AB-865.png,FRM,198448,170189,786432
2011_HRI/Mid/HRI072511VC2AB-865.png,HBCO,40384,28959,786432
2011_HRI/Mid/HRI072511VC3AB-860.png,BACK,10480,39082,786432
2011_HRI/Mid/HRI072511VC3AB-860.png,CCAP,541568,530960,786432
2011_HRI/Mid/HRI072511VC3AB-860.png,FRM,190800,151091,786432
2011_HRI/Mid/HRI072511VC3AB-860.png,HBCO,43584,51382,786432
2011_HRI/Mid/HRI072511VC4AB-861.png,BACK,12528,116675,786432
2011_HRI/Mid/HRI072511VC4AB-861.png,CCAP,533264,527733,786432
2011_HRI/Mid/HRI072511VC4AB-861.png,FRM,175248,75047,786432
2011_HRI/Mid/HRI072511VC4AB-861.png,HBCO,65392,63657,786432
2011_HRI/Mid/HRI072511VC6A7A-866.png,BACK,19440,40929,786432
2011_HRI/Mid/HRI072511VC6A7A-866.png,CCAP,504048,546122,786432
2011_HRI/Mid/HRI072511VC6A7A-866.png,FRM,189904,116702,786432
2011_HRI/Mid/HRI072511VC6A7A-866.png,HBCO,71328,21227,786432
2011_HRI/Mid/HRI072511VC6A7A-866.png,ISS,1712,3895,786432
2011_HRI/Mid/HRI072511VC6B7B-862.png,BACK,122192,47831,786432
2011_HRI/Mid/HRI072511VC6B7B-862.png,AGL,752,6809,786432
2011_HRI/Mid/HRI072511VC6B7B-862.png,CCAP,200256,92844,786432
2011_HRI/Mid/HRI072511VC6B7B-862.png,ESSU,19776,1569,786432
2011_HRI/Mid/HRI072511VC6B7B-862.png,FRM,179504,150805,786432
2011_HRI/Mid/HRI072511VC6B7B-862.png,HBCO,261504,484035,786432
2011_HRI/Mid/HRI072511VC6B7B-862.png,ISS,2448,1845,786432
2011_HRI/Mid/HRI072511WA1AB-869.png,BACK,19488,38820,786432
2011_HRI/Mid/HRI072511WA1AB-869.png,CCAP,548720,543542,786432
2011_HRI/Mid/HRI072511WA1AB-869.png,ESSU,11952,16656,786432
2011_HRI/Mid/HRI072511WA1AB-869.png,FRM,198336,159021,786432
2011_HRI/Mid/HRI072511WA1AB-869.png,HBCO,7936,9344,786432
2011_HRI/Mid/HRI072511WA2AB-872.png,BACK,11632,78729,786432
2011_HRI/Mid/HRI072511WA2AB-872.png,CCAP,500400,536290,786432
2011_HRI/Mid/HRI072511WA2AB-872.png,ESSU,11456,23879,786432
2011_HRI/Mid/HRI072511WA2AB-872.png,FRM,246816,132386,786432
2011_HRI/Mid/HRI072511WA2AB-872.png,HBCO,5760,0,786432
2011_HRI/Mid/HRI072511WA2AB-872.png,ISS,10368,6680,786432
2011_HRI/Mid/HRI072511WA3A4A-870.png,BACK,1264,37836,786432
2011_HRI/Mid/HRI072511WA3A4A-870.png,CCAP,582592,579492,786432
2011_HRI/Mid/HRI072511WA3A4A-870.png,FRM,202576,168201,786432
2011_HRI/Mid/HRI072511WA3B4B-873.png,BACK,8848,50772,786432
2011_HRI/Mid/HRI072511WA3B4B-873.png,CCAP,543328,549828,786432
2011_HRI/Mid/HRI072511WA3B4B-873.png,FRM,230544,180314,786432
2011_HRI/Mid/HRI072511WA3B4B-873.png,HBCO,128,0,786432
2011_HRI/Mid/HRI072511WA3B4B-873.png,ISS,3584,3203,786432
2011_HRI/Shallow/HRI072511VS1AB-891.png,BACK,54656,40715,786432
2011_HRI/Shallow/HRI072511VS1AB-891.png,CCAP,416,21502,786432
2011_HRI/Shallow/HRI072511VS1AB-891.png,DROE,14384,17945,786432
2011_HRI/Shallow/HRI072511VS1AB-891.png,ESSU,515200,401297,786432
2011_HRI/Shallow/HRI072511VS1AB-891.png,FRM,196224,158785,786432
2011_HRI/Shallow/HRI072511VS1AB-891.png,HBCO,928,39235,786432
2011_HRI/Shallow/HRI072511VS1AB-891.png,URF,4624,73946,786432
2011_HRI/Shallow/HRI072511VS2AB-892.png,BACK,11312,17606,786432
2011_HRI/Shallow/HRI072511VS2AB-892.png,DROE,26752,27455,786432
2011_HRI/Shallow/HRI072511VS2AB-892.png,ESSU,501520,380086,786432
2011_HRI/Shallow/HRI072511VS2AB-892.png,FRM,206608,199488,786432
2011_HRI/Shallow/HRI072511VS2AB-892.png,MSS,38048,38731,786432
2011_HRI/Shallow/HRI072511VS2AB-892.png,URF,2192,55898,786432
2011_HRI/Shallow/HRI072511VS4AB-888.png,BACK,100288,29292,786432
2011_HRI/Shallow/HRI072511VS4AB-888.png,BAS,434256,354077,786432
2011_HRI/Shallow/HRI072511VS4AB-888.png,ESSU,20720,57086,786432
2011_HRI/Shallow/HRI072511VS4AB-888.png,FRM,170384,153465,786432
2011_HRI/Shallow/HRI072511VS4AB-888.png,ISS,35952,37104,786432
2011_HRI/Shallow/HRI072511VS4AB-888.png,URF,24832,61552,786432
2011_HRI/Shallow/HRI072511VS6AB-889.png,BACK,53264,77450,786432
2011_HRI/Shallow/HRI072511VS6AB-889.png,BAS,3120,27906,786432
2011_HRI/Shallow/HRI072511VS6AB-889.png,ESSU,315472,221248,786432
2011_HRI/Shallow/HRI072511VS6AB-889.png,FRM,193872,136556,786432
2011_HRI/Shallow/HRI072511VS6AB-889.png,HBCO,147184,213873,786432
2011_HRI/Shallow/HRI072511VS6AB-889.png,ISS,9200,16781,786432
2011_HRI/Shallow/HRI072511VS6AB-889.png,MSS,61600,51595,786432
2011_HRI/Shallow/HRI072511VS6AB-889.png,URF,2720,34794,786432
2011_HRI/Shallow/HRI072511VS7AB-890.png,BACK,6000,40339,786432
2011_HRI/Shallow/HRI072511VS7AB-890.png,ESSU,493024,449945,786432
2011_HRI/Shallow/HRI072511VS7AB-890.png,FRM,171600,161341,786432
2011_HRI/Shallow/HRI072511VS7AB-890.png,MSS,115808,111240,786432
2011_HRI/Shallow/HRI072511VS8AB-893.png,BACK,10576,128424,786432
2011_HRI/Shallow/HRI072511VS8AB-893.png,ESSU,323408,233990,786432
2011_HRI/Shallow/HRI072511VS8AB-893.png,FRM,345840,308833,786432
2011_HRI/Shallow/HRI072511VS8AB-893.png,MSS,106608,91125,786432
2011_HRO/Mid/HRO072511VDL5AB-916.png,BACK,55968,98699,786432
2011_HRO/Mid/HRO072511VDL5AB-916.png,CCAP,250000,233320,786432
2011_HRO/Mid/HRO072511VDL5AB-916.png,DROE,16176,18704,786432
2011_HRO/Mid/HRO072511VDL5AB-916.png,FRM,138928,45244,786432
2011_HRO/Mid/HRO072511VDL5AB-916.png,HBCO,296176,357653,786432
2011_HRO/Mid/HRO072511VDL5AB-916.png,ISS,29184,10326,786432
2011_HRO/Mid/HRO072511VDL6AB-917.png,BACK,42784,156720,786432
2011_HRO/Mid/HRO072511VDL6AB-917.png,AGL,1648,4059,786432
2011_HRO/Mid/HRO072511VDL6AB-917.png,CCAP,311168,317713,786432
2011_HRO/Mid/HRO072511VDL6AB-917.png,DROE,24992,24118,786432
2011_HRO/Mid/HRO072511VDL6AB-917.png,FRM,152752,41794,786432
2011_HRO/Mid/HRO072511VDL6AB-917.png,HBCO,252032,233878,786432
2011_HRO/Mid/HRO072511VDL6AB-917.png,ISS,1056,7081,786432
2011_HRO/Mid/HRO072511VDL8AB-919.png,BACK,36400,228410,786432
2011_HRO/Mid/HRO072511VDL8AB-919.png,CCAP,752,6276,786432
2011_HRO/Mid/HRO072511VDL8AB-919.png,FRM,187056,46984,786432
2011_HRO/Mid/HRO072511VDL8AB-919.png,HBCO,561424,500762,786432
2011_HRO/Mid/HRO072511VDL8AB-919.png,MED,800,0,786432
2011_HRO/Mid/HRO072511VDR1AB-912.png,BACK,22768,165282,786432
2011_HRO/Mid/HRO072511VDR1AB-912.png,FRM,153488,5938,786432
2011_HRO/Mid/HRO072511VDR1AB-912.png,HBCO,601872,553636,786432
2011_HRO/Mid/HRO072511VDR1AB-912.png,ISS,6416,47988,786432
2011_HRO/Mid/HRO072511VDR1AB-912.png,MSS,1888,0,786432
2011_HRO/Mid/HRO072511VDR2AB-913.png,BACK,64080,134679,786432
2011_HRO/Mid/HRO072511VDR2AB-913.png,CCAP,127024,132418,786432
2011_HRO/Mid/HRO072511VDR2AB-913.png,FRM,177120,47950,786432
2011_HRO/Mid/HRO072511VDR2AB-913.png,HBCO,417472,363971,786432
2011_HRO/Mid/HRO072511VDR2AB-913.png,ISS,736,35725,786432
2011_HRO/Mid/HRO072511VDR3AB-914.png,BACK,9968,79793,786432
2011_HRO/Mid/HRO072511VDR3AB-914.png,FRM,144448,76189,786432
2011_HRO/Mid/HRO072511VDR3AB-914.png,HBCO,631296,588124,786432
2011_HRO/Mid/HRO072511VDR3AB-914.png,ISS,720,33946,786432
2011_HRO/Mid/HRO072511VDR4AB-915.png,BACK,56752,153668,786432
